#	Name	Team	G	PA	AB	H	2B	3B	HR	R	RBI	BB	SO	HBP	SB	CS	AVG	OBP	SLG	OPS	wOBA	wRC+	BsR	Fld	Off	Def	WAR	ADP
51	Jackson Chourio	MIL	151	651	600	161	34	3	25	86	89	41	134	4	25	7	.268	.317	.461	.777	.333	114	2.3	5.7	13.3	-1.1	3.5	20.6
52	Will Smith	LAD	126	500	431	111	21	1	20	67	67	56	96	9	3	2	.256	.352	.450	.801	.348	124	-2.1	-4.4	12.4	4.7	3.5	104.7
53	Drake Baldwin	ATL	130	528	470	125	22	1	20	68	69	50	101	4	1	1	.267	.340	.445	.785	.340	118	-1.3	4.3	9.8	6.2	3.4	91.8
54	Matt Olson	ATL	159	686	596	152	32	1	33	93	102	80	165	6	1	1	.255	.346	.476	.822	.353	127	-2.2	3.0	19.9	-9.2	3.4	50.3
55	Shea Langeliers	ATH	131	524	476	123	25	2	26	68	79	41	117	4	6	2	.259	.320	.480	.801	.342	117	-0.3	-2.5	10.4	4.9	3.4	54.8
56	Nico Hoerner	CHC	154	665	601	163	31	2	7	76	59	46	67	10	29	6	.271	.331	.364	.694	.307	98	3.1	7.0	1.2	9.5	3.4	109.7
57	Jacob Wilson	ATH	143	616	565	166	37	1	12	75	73	37	58	8	5	2	.294	.344	.426	.769	.334	112	-0.8	-3.0	7.8	3.5	3.3	189.2
58	Jordan Westburg	BAL	141	609	554	142	29	2	25	80	85	41	139	8	6	2	.256	.315	.451	.766	.329	113	-0.5	1.1	8.7	2.7	3.3	127.5
59	Xander Bogaerts	SDP	141	609	546	141	27	0	15	67	66	51	110	5	17	4	.257	.324	.388	.712	.313	103	1.5	0.9	4.0	7.5	3.2	241.6
60	Pete Alonso	BAL	157	679	601	154	30	1	38	91	110	60	156	14	3	1	.257	.336	.500	.836	.357	132	-2.5	-2.0	22.8	-14.8	3.2	26.4
61	Kyle Schwarber	PHI	159	686	577	138	22	1	43	96	107	97	192	7	6	4	.239	.353	.506	.859	.367	135	-3.2	-0.1	25.5	-17.1	3.2	25.0
62	Ceddanne Rafaela	BOS	141	609	566	146	31	4	18	76	72	29	132	8	23	7	.258	.300	.425	.725	.312	95	1.8	9.5	-1.6	11.6	3.2	139.5
63	Alex Bregman	CHC	156	672	590	146	29	1	19	80	75	69	93	8	3	1	.247	.332	.395	.727	.320	106	-1.9	3.1	3.1	5.5	3.2	120.3
64	Freddie Freeman	LAD	151	651	572	156	33	1	24	87	90	66	123	8	9	2	.273	.354	.459	.813	.352	127	-1.2	1.0	19.6	-10.6	3.1	72.2
65	Yainer Diaz	HOU	128	509	477	131	24	1	19	60	68	24	86	3	2	1	.274	.311	.449	.760	.326	109	-0.6	-0.5	5.1	7.6	3.1	112.2
66	Steven Kwan	CLE	154	665	592	161	29	3	8	83	57	62	62	5	19	5	.272	.344	.374	.718	.317	104	1.3	9.8	4.7	2.6	3.1	171.1
67	Carlos Correa	HOU	131	567	505	133	26	1	17	68	68	53	109	3	1	1	.263	.335	.421	.756	.329	112	-1.1	1.7	6.8	3.8	3.1	278.5
68	Andrés Giménez	TOR	138	595	534	134	27	2	12	68	60	38	104	16	23	5	.251	.318	.375	.692	.305	95	1.7	4.7	-1.5	11.1	3.1	472.4
