,Name,W,W,SO,SO,SVHLD,SVHLD,WHIP,WHIP,ERA,ERA,ER,ER,BB,BB,H,H,W_sharpe,SO_sharpe,WHIP_sharpe,ERA_sharpe,SVHLD_sharpe,Total_sharpe
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,,,,
33,Edwin Uceta,4.375,1.3024701806293193,84.625,2.669269563007828,24.625,1.7677669529663687,1.1975,0.0291547594742265,3.77625,0.23657904145790862,29.75,2.1213203435596424,26.75,1.2817398889233116,58.0,2.1380899352993934,-0.47985743496869654,5.47902699775291,-2.1437323142813605,-0.4966627613160946,6.961466260781564,42.446895942289494
34,Dean Kremer,8.5,0.5773502691896257,119.5,1.2909944487358056,1.0,0.0,1.3125,0.01707825127659935,4.42,0.12138094304022058,68.75,1.4999999999999996,43.0,1.4142135623730951,140.25,2.8722813232690143,6.062177826491071,38.34253512745343,3.0740852297878756,4.335524068433236,1.0,41.99510365572339
35,Riley O'Brien,2.875,0.6408699444616559,64.75,2.5495097567963914,25.5,1.4142135623730951,1.3262500000000002,0.013024701806293225,3.79,0.18554937733275056,26.5,1.8516401995451024,28.625,1.7677669529663687,54.25,3.1509635714446835,-3.3158053648233485,-2.059219418950933,5.086488810668182,-0.5591503538917416,9.320551259515183,36.7003930570252
36,Rico Garcia,2.125,0.6408699444616557,55.125,3.7201190457142235,10.0,0.0,1.35875,0.04642582409453965,4.36375,0.15268431484602468,25.75,1.4880476182856899,23.75,1.7525491637693287,49.125,3.8706773124535796,-4.4860896112315904,-3.9985279549418715,2.1270489415311062,3.07824677652039,10.0,36.31008671577504
37,Jose A. Ferrer,3.875,0.6408699444616557,65.875,4.703721930556696,19.375,1.0606601717798212,1.17125,0.02850438562747839,3.25,0.25511901984312,24.75,2.052872551885702,20.0,2.2677868380553643,60.625,2.2638462845343543,-1.7554263696123615,-0.8769651056970106,-3.113555968539964,-2.5233320526076812,6.6526962996634404,36.26797804415548
38,Brooks Raley,3.0,0.5345224838248489,56.75,9.176834188013084,15.125,0.35355339059327373,1.2325,0.0489168390521827,3.9025,0.28823353626629133,24.75,4.200340122282615,20.0,3.779644730092272,50.625,8.584662402880417,-3.7416573867739404,-1.4438530465448909,-0.562178598062399,0.030357327996406853,7.937273618819013,35.03267893084223
39,Tyler Holton,4.0,0.7559289460184544,59.375,3.113908889391045,14.875,0.35355339059327373,1.15875,0.0644620597162171,3.6325,0.14320315239945963,28.875,1.8077215335491092,18.125,1.6420805617960923,64.75,4.06201920231798,-1.3228756555322954,-3.412110109001237,-1.570691356213801,-1.8243313476176366,7.230166837632465,34.81087112746024
40,Griffin Jax,4.5,1.1952286093343936,84.875,2.997022331772463,23.625,2.559994419636775,1.0725,0.039188190640986234,2.9525,0.3151756879673848,21.75,2.434865792722759,18.625,1.6850180160122072,53.0,2.4494897427831783,-0.4183300132670378,4.9632596468518155,-4.784604671283217,-2.986429588114051,4.41651353349598,34.39853156046195
41,Robert Garcia,4.375,1.5059406173077154,67.625,2.9730936268953445,25.125,1.9594095320493141,1.2137499999999999,0.0302076149339865,3.63625,0.1909328603013562,25.25,1.5811388300841904,22.125,1.4577379737113252,54.25,2.4348657927227584,-0.4150230047698428,-0.7988312169233956,-1.5310708939143813,-1.348641609378178,6.53576998097287,34.34470818646367
42,Abner Uribe,3.625,0.7440238091428449,83.625,4.688511795564011,26.0,2.7774602993176543,1.2025,0.030118812346154294,3.05125,0.1306508433081963,23.875,1.125991626459603,32.375,1.1877349391654208,52.25,3.0118812346154304,-1.8480591388386793,2.9060393988751736,-1.9091058219412813,-6.448484974663352,4.925812982227366,34.04463596777796
