,Name,W,W,SO,SO,WHIP,WHIP,ERA,ERA,ER,ER,BB,BB,H,H,IP,IP,W_sharpe,SO_sharpe,WHIP_sharpe,ERA_sharpe,Total_sharpe
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,,,
74,Cam Schlittler,8.5,0.5345224838248488,127.875,7.735585673643968,1.2775,0.020528725518857052,4.01875,0.16496211686323603,56.875,3.720119045714225,48.625,5.012484413940854,114.25,6.017830648521586,127.2875,6.47620645131083,2.806243040080456,3.8523262823566222,-0.1217805751118609,-0.7801033500721252,7.560453247621064
75,Michael Wacha,9.75,0.4629100498862757,123.5,7.57816411992848,1.3050000000000002,0.031167748898959232,4.42125,0.28200493916647223,80.125,7.954109450017462,48.5,2.8784916685156965,163.5,11.575836902790227,162.575,7.413067612572501,5.940678973540539,3.355034226975803,0.8021111848996879,0.9709493060983727,7.522652709518281
76,Bryce Miller,8.5,0.9258200997725514,123.875,7.160157619972981,1.2149999999999999,0.029277002188456015,4.14125,0.18642788724559742,64.625,5.208166663999909,41.625,2.445841952609134,128.75,9.145646895810989,140.175,7.169329516369409,1.620185174601965,3.6032726329978986,-2.2201726659579175,-0.0331897769771323,7.476820250534915
77,Kris Bubic,8.875,1.1259916264596033,131.75,11.865315599920397,1.26,0.03545621041711679,3.7775,0.1696003706195412,57.25,7.648529270389178,44.625,5.527528509973642,127.5,15.556349186104043,136.3,14.23336121331049,1.6651988842008218,2.8381040282001377,-0.5640760748177659,-2.1812304928853496,7.248609480104076
78,JP Sears,8.0,0.0,111.75,9.069178573608529,1.27,0.027080128015453238,4.7825,0.226917753088353,71.0,4.082482904638628,38.5,2.380476142847616,131.25,6.020797289396151,133.6,7.0,8.0,1.5078543099586224,-0.36927447293799803,2.79864616741878,7.078482615477841
79,Bailey Ober,7.375,0.7440238091428449,124.875,4.911720676097125,1.21875,0.024748737341529256,4.38375,0.16457195560431492,68.25,3.327375628243462,34.125,2.64237447329913,136.375,3.9977672339873505,139.8375,4.44198716792383,0.5040161287741853,5.456336336555566,-2.4748737341529083,1.435922050827258,6.999304148655401
80,Dean Kremer,8.75,0.4629100498862758,122.0,3.3806170189140663,1.30375,0.015979898086569397,4.435,0.11250396818398375,71.625,3.8149143409218826,45.375,3.067688753070345,144.0,4.65985898008574,145.3875,6.002484604609283,3.780432074071251,7.077110440532919,1.4862422695900086,2.5560209532319216,6.81527929178224
81,Robbie Ray,9.5,0.9258200997725513,173.25,13.833189901723419,1.2962500000000001,0.016850180160122092,4.22625,0.2028326192420034,79.5,6.458659745975607,65.0,6.164414002968975,153.875,9.538455999643904,168.9375,10.116738251884486,2.700308624336609,5.434393696180971,0.964381380233406,0.3885592972891995,6.781761642994974
82,José Soriano,10.375,0.7440238091428449,153.375,13.637527006651274,1.35,0.018516401995451008,3.8475,0.17425350990521157,72.0,4.4721359549995805,72.625,4.749060057376767,155.0,12.66039945205973,168.8125,11.497631743723822,4.536145158967668,4.054987386864875,3.7804320740712596,-1.7212709239725277,6.5319713957338115
83,Braxton Garrett,6.625,1.0606601717798214,105.5,12.535663410560176,1.23,0.010690449676496976,3.9787500000000002,0.1064273729558599,53.125,5.86606463361207,29.125,3.6030740843261677,118.875,14.710904604602474,119.8125,14.238723608526152,-0.35355339059327373,0.5923100961489691,-4.6770717334674305,-1.5850010698841692,6.5008295089072945
84,Yusei Kikuchi,8.75,1.035098339013531,166.0,10.309496315810694,1.33625,0.05180664601601386,4.35625,0.27380584883662173,80.625,5.730557190560593,60.25,2.4928469095164494,162.5,5.855400437691203,166.55,9.520354135069914,1.6906606203887682,6.588585699946359,1.0857680302757404,0.7626298009601601,6.430848489099225
