#	Name	Team	G	PA	AB	H	2B	3B	HR	R	RBI	BB	SO	HBP	SB	CS	AVG	OBP	SLG	OPS	wOBA	wRC+	BsR	Fld	Off	Def	WAR	ADP
467	Tre' Morgan	TBR	14	54	48	12	2	0	1	6	6	5	10	1	1	0	.253	.323	.373	.696	.306	94	0.0	0.0	-0.4	-1.0	0.0	999.0
468	Jared Serna	MIA	9	36	33	8	2	0	1	3	3	2	7	0	1	0	.235	.289	.339	.628	.276	73	0.0	0.0	-1.1	0.3	0.0	999.0
469	Ronny Mauricio	NYM	40	154	142	33	6	0	4	17	16	9	38	1	4	1	.231	.281	.369	.649	.281	81	0.1	0.0	-3.3	-1.4	0.0	999.0
470	Matt Thaiss	BOS	4	13	11	2	0	0	0	1	1	2	3	0	0	0	.209	.308	.311	.618	.280	73	0.0	0.0	-0.4	0.3	0.0	999.0
471	Kahlil Watson	CLE	6	23	21	4	1	0	1	3	2	2	7	0	1	0	.213	.279	.363	.642	.281	80	0.0	0.0	-0.5	0.1	0.0	999.0
472	Anthony Seigler	BOS	7	23	20	4	1	0	0	2	2	2	5	0	1	0	.221	.307	.342	.648	.289	79	0.0	0.0	-0.5	0.1	0.0	999.0
473	Jhostynxon Garcia	PIT	79	273	251	58	12	1	7	29	30	17	76	3	3	1	.232	.286	.377	.663	.289	81	-0.1	0.0	-6.2	-2.6	0.0	999.0
474	Leody Taveras	BAL	18	67	61	14	3	0	1	8	6	4	15	0	3	1	.231	.282	.355	.638	.279	78	0.1	-0.4	-1.6	-0.4	0.0	999.0
475	Shane McGuire	ATH	7	26	23	5	1	0	0	3	2	2	7	0	0	0	.216	.290	.317	.607	.271	69	0.0	-0.2	-1.0	0.4	0.0	999.0
476	Liover Peguero	PHI	13	39	36	8	2	0	1	4	4	2	10	0	1	0	.222	.269	.344	.613	.268	68	0.0	0.0	-1.5	0.4	0.0	999.0
477	Trei Cruz	DET	5	20	17	4	1	0	0	2	2	2	5	0	0	0	.213	.293	.331	.625	.277	75	0.0	0.0	-0.6	0.2	0.0	999.0
478	Petey Halpin	CLE	15	36	33	7	1	0	1	3	3	2	10	0	1	0	.214	.269	.332	.602	.265	68	0.0	0.1	-1.3	0.4	0.0	999.0
479	Alex Verdugo		50	206	186	46	9	0	3	21	20	16	31	1	1	0	.248	.309	.354	.664	.293	86	-0.3	-0.7	-3.7	-3.0	0.0	999.0
480	Blake Sabol	TBR	5	15	13	3	1	0	0	1	1	1	5	0	0	0	.208	.275	.330	.605	.268	68	0.0	0.0	-0.6	0.3	0.0	999.0
481	Brandon Valenzuela	TOR	5	19	17	4	1	0	0	2	2	1	5	0	0	0	.210	.272	.334	.605	.266	69	0.0	-0.1	-0.7	0.3	0.0	999.0
482	Bryan Torres	STL	23	90	82	20	4	0	0	9	7	6	16	0	2	1	.248	.304	.319	.623	.277	77	0.0	0.0	-2.4	-0.3	0.0	999.0
483	Manuel Margot		19	71	65	16	3	0	1	7	7	4	12	1	1	0	.247	.298	.346	.644	.284	80	0.0	0.0	-1.7	-0.5	0.0	999.0
484	Shay Whitcomb	HOU	11	34	31	7	1	0	1	4	4	2	10	0	1	0	.209	.266	.360	.626	.273	73	0.0	-0.1	-1.1	0.1	0.0	999.0
485	Drew Romo	CHW	13	30	28	6	1	0	1	3	3	2	8	0	0	0	.212	.258	.329	.587	.257	61	0.0	0.0	-1.4	0.6	0.0	999.0
486	Maverick Handley	BAL	4	11	10	2	0	0	0	1	1	1	3	0	0	0	.202	.275	.293	.568	.257	63	0.0	0.0	-0.5	0.3	0.0	999.0
487	Rodolfo Durán	SDP	4	14	13	3	1	0	0	1	1	1	3	0	0	0	.218	.259	.342	.601	.262	69	0.0	0.0	-0.5	0.3	0.0	999.0
488	Ben Cowles	CHC	7	22	20	4	1	0	0	2	2	1	6	0	0	0	.222	.283	.338	.621	.274	75	0.0	0.0	-0.6	0.1	0.0	999.0
489	Bryan Ramos	STL	14	50	45	10	2	0	1	5	5	3	12	1	1	0	.216	.273	.342	.615	.271	73	0.0	-0.1	-1.6	0.1	0.0	999.0
490	Will Wagner	SDP	33	122	110	26	6	0	2	12	11	10	22	1	1	0	.240	.307	.336	.643	.286	85	-0.2	0.0	-2.3	-1.6	0.0	999.0
491	Jose Herrera	TEX	9	27	23	5	1	0	0	2	2	2	6	0	0	0	.194	.274	.271	.545	.247	56	0.0	0.0	-1.4	0.7	0.0	999.0
