,Name,W,W,SO,SO,WHIP,WHIP,ERA,ERA,W_sharpe,SO_sharpe,WHIP_sharpe,ERA_sharpe,Total_sharpe
,,mean,std,mean,std,mean,std,mean,std,,,,,
31,Tanner Bibee,10.625,0.7440238091428449,164.375,7.46300399111702,1.2275,0.03284161123592185,3.9475,0.2023963579570685,4.872155911483791,8.883822128316536,-1.598581738967057,-0.9878512736993509,16.342411052466737
32,Shohei Ohtani,7.875,1.5526475085202969,130.625,13.958484363077742,1.125,0.017728105208558276,3.41125,0.1710002088553443,0.5635535401295894,2.3319150670899185,-8.743179159675423,-4.305184800228924,15.943832567123854
33,Nick Lodolo,8.875,0.6408699444616557,151.625,6.823017765517796,1.19875,0.01726888200533805,4.1675,0.2711220073272232,2.9257106160206026,7.848433323833816,-4.704994797861526,0.0739980505373984,15.405140687178548
34,Andrew Abbott,9.25,0.4629100498862759,149.125,4.998213966722803,1.26375,0.028753881725529045,4.2625,0.33122068603446714,4.8605555238058935,10.213648383178791,-0.5651410879099703,0.34738923277281963,15.291955762121836
35,Matthew Boyd,10.5,0.5345224838248487,144.625,10.041876603219425,1.21,0.028284271247461926,3.9562500000000003,0.15482132558902498,6.547900426854398,4.635587733180876,-2.4748737341529163,-1.2348912481702221,14.893253142358413
36,Michael King,10.375,1.060660171779821,161.875,15.179285697479779,1.23875,0.009910312089651185,3.75125,0.17175044187924024,3.1819805153394647,4.2030963295323405,-4.162331077653468,-2.3067626241017973,13.85417054662707
37,Shota Imanaga,9.125,0.8345229603962804,134.5,5.154748157905345,1.15625,0.03248626083219083,4.0925,0.1274754878398196,2.5463649304399314,7.066300599795252,-3.809302666109711,-0.4309652069661549,13.85293340331105
38,Blake Snell,10.375,1.407885953173359,166.75,17.018897060116945,1.225,0.017728105208558362,3.55,0.1394888628426759,2.3972112175654487,4.035220364599121,-3.102418411497711,-4.283048035697492,13.817898029359773
39,Spencer Strider,11.0,1.1952286093343938,177.875,10.260012531320667,1.22125,0.031819805153394665,3.965,0.2154065922853802,3.346640106136302,7.777768278196066,-1.8463343730982085,-0.8469448314668965,13.817687588897472
40,Edward Cabrera,8.75,0.7071067811865477,144.625,5.853875395228117,1.23625,0.03662064211031025,3.8775,0.12914554358773458,2.474873734152916,7.951997071537602,-1.19468140040293,-2.0901805242440954,13.711732730337543
