#	Name	Team	GS	G	IP	W	L	QS	SV	HLD	H	ER	HR	SO	BB	WHIP	K/9	BB/9	ERA	FIP	WAR	RA9-WAR	ADP	Vol	Skew	Dim
297	Walker Buehler		20	20	105.0	6	7	5	0	0	111	59	16	82	43	1.46	7.05	3.69	5.09	5.01	0.4	0.2	999.0	3.28	-0.63	3.55
298	Hayden Birdsong	SFG	8	20	55.0	3	3	2	0	1	50	28	8	55	27	1.41	9.01	4.48	4.56	4.66	0.4	0.3	999.0	1.73	0.96	4.34
299	Justin Topa	MIN	0	60	62.2	3	4	0	7	14	63	28	6	52	20	1.31	7.47	2.84	4.00	3.81	0.4	0.3	999.0	1.75	-1.43	3.78
300	Justin Slaten	BOS	0	56	61.0	4	4	0	1	9	57	27	7	56	20	1.25	8.33	2.91	4.02	3.91	0.4	0.3	999.0	2.24	-0.27	4.12
301	Blake Treinen	LAD	0	60	60.0	4	4	0	1	14	53	26	7	65	25	1.30	9.81	3.70	3.91	3.88	0.4	0.3	999.0	3.50	1.51	4.21
302	Brendon Little	TOR	0	53	52.1	2	2	0	0	13	44	21	4	56	28	1.38	9.68	4.80	3.58	3.76	0.4	0.4	999.0	2.41	1.92	3.85
303	Jack Dreyer	LAD	0	42	45.0	2	1	0	0	6	40	19	5	44	15	1.22	8.82	3.06	3.86	3.82	0.4	0.3	999.0	2.24	-1.45	3.65
304	Justin Wrobleski	LAD	3	32	52.2	3	3	1	0	3	50	25	7	49	18	1.28	8.37	3.00	4.21	4.04	0.4	0.3	999.0	1.83	0.90	4.01
305	Justin Wilson		0	45	43.1	2	2	0	0	7	39	18	5	46	16	1.26	9.66	3.28	3.77	3.70	0.4	0.3	999.0	2.76	1.36	3.68
306	Erik Miller	SFG	0	61	60.2	3	3	0	2	14	51	24	5	65	32	1.37	9.67	4.80	3.55	3.88	0.4	0.6	999.0	2.13	0.31	3.95
307	Jovani Morán	BOS	0	49	52.1	2	2	0	0	6	47	23	5	55	22	1.33	9.42	3.87	3.89	3.71	0.4	0.3	999.0	2.33	0.61	3.96
308	Luke Weaver	NYM	0	61	68.2	4	4	0	5	18	60	30	10	74	22	1.19	9.68	2.82	3.93	3.89	0.4	0.3	686.8	1.57	0.98	4.08
309	Brad Keller	PHI	0	58	65.2	4	4	0	5	18	60	28	7	61	24	1.28	8.33	3.34	3.80	3.99	0.4	0.5	999.0	2.37	-0.75	3.99
310	Tobias Myers	NYM	4	34	54.2	3	2	1	0	2	54	24	7	46	16	1.28	7.62	2.63	4.03	4.18	0.4	0.4	999.0	2.25	0.33	3.91
311	Danny Coulombe		0	45	44.1	2	1	0	1	4	39	18	5	44	16	1.23	8.93	3.22	3.68	3.81	0.4	0.3	999.0	0.93	-0.92	3.57
312	Yimi García	TOR	0	56	57.1	2	3	0	5	10	48	24	7	63	21	1.20	9.85	3.28	3.80	3.82	0.4	0.3	735.3	1.94	0.63	3.74
313	Taylor Rogers	MIN	0	57	58.2	2	3	0	11	6	53	26	7	60	24	1.32	9.21	3.73	4.03	4.04	0.4	0.2	476.4	2.88	0.28	3.56
314	Matt Gage	SFG	0	51	53.1	2	2	0	0	6	52	23	6	46	18	1.31	7.74	2.99	3.95	3.88	0.4	0.2	999.0	2.00	1.33	3.84
315	Caleb Ferguson	CIN	0	56	56.0	2	3	0	0	9	53	26	6	53	22	1.33	8.50	3.47	4.13	3.98	0.3	0.3	999.0	2.37	1.27	4.06
316	Eduard Bazardo	SEA	0	61	65.0	3	2	0	1	10	55	27	8	66	21	1.18	9.12	2.97	3.74	3.82	0.3	0.3	999.0	1.33	1.62	3.87
