i#	Name	Team	GS	G	IP	W	L	QS	SV	HLD	H	ER	HR	SO	BB	WHIP	K/9	BB/9	ERA	FIP	WAR	RA9-WAR	ADP
1577	Logan Boyer		0	43	47.1	4	4		0	0	47	27	6	39	27	1.56	7.42	5.14	5.14	4.97	-0.2	-0.4	999.0
1578	Zach Peek	NYM	1	35	55.2	5	6		0	0	56	30	8	48	26	1.47	7.76	4.20	4.85	4.84	-0.2	-0.3	999.0
1579	Kevin Gowdy		1	33	38.0	2	2		0	0	39	20	5	27	18	1.50	6.39	4.26	4.74	5.16	-0.2	-0.2	999.0
1580	Brendan Cellucci	TOR	1	27	43.1	2	3		0	0	41	24	6	41	26	1.55	8.52	5.40	4.99	5.12	-0.2	-0.3	999.0
1581	Johan Simon	DET	0	27	60.2	2	3		0	0	63	32	8	46	26	1.47	6.82	3.86	4.74	4.77	-0.2	-0.4	999.0
1582	Tyler Santana	CHC	3	30	63.1	4	5		0	0	69	35	9	40	24	1.47	5.69	3.41	4.98	4.95	-0.2	-0.3	999.0
1583	Michael Mercado	PHI	6	38	61.0	3	4		0	0	61	36	10	54	30	1.49	7.97	4.43	5.31	5.17	-0.2	-0.3	999.0
1584	Jerming Rosario	LAD	11	34	75.2	3	6		0	0	76	48	12	66	45	1.60	7.85	5.35	5.71	5.47	-0.2	-0.7	999.0
1585	Evan Justice	COL	1	31	31.0	2	3		0	0	32	19	4	27	21	1.71	7.84	6.10	5.52	5.49	-0.2	-0.2	999.0
1586	Alex Hoppe	SEA	0	39	59.0	2	3		0	0	57	29	8	55	28	1.44	8.39	4.27	4.42	4.56	-0.2	-0.3	999.0
1587	Darren Bowen	MIN	14	22	69.2	3	6		0	0	78	44	11	41	30	1.55	5.29	3.87	5.68	5.56	-0.2	-0.5	999.0
1588	Wilian Bormie	TEX	2	35	57.1	4	5		0	0	55	32	9	55	31	1.50	8.64	4.87	5.03	5.04	-0.2	-0.5	999.0
1589	Joel Valdez	CIN	3	29	52.0	1	3		0	0	51	34	8	47	27	1.50	8.13	4.67	5.88	5.40	-0.2	-0.6	999.0
1590	Braxton Roxby	SFG	0	41	53.1	4	4		0	0	50	27	7	50	21	1.33	8.44	3.55	4.56	4.60	-0.2	-0.2	999.0
1591	Stephen Jones	MIA	1	40	51.2	2	3		0	0	53	29	7	40	22	1.45	6.96	3.83	5.05	4.86	-0.2	-0.4	999.0
1592	Kaleb Ort	LAA	0	46	44.2	2	2		0	1	41	25	7	43	24	1.45	8.66	4.83	5.03	4.92	-0.2	-0.4	999.0
1593	Eric Adler	CHW	1	35	37.0	3	4		0	0	37	21	5	29	22	1.59	7.05	5.35	5.11	5.27	-0.2	-0.3	999.0
1594	Ross Carver	CLE	6	29	61.0	2	4		0	0	61	34	9	49	29	1.48	7.23	4.28	5.02	5.22	-0.2	-0.3	999.0
1595	Burch Smith	DET	0	27	29.0	1	2		0	0	32	17	5	24	13	1.55	7.45	4.03	5.28	5.17	-0.2	-0.3	999.0
1596	Larson Kindreich	TEX	3	32	52.1	3	6		0	0	48	31	8	51	31	1.51	8.78	5.33	5.33	5.18	-0.2	-0.6	999.0
1597	Jaylen Nowlin	MIN	8	30	68.0	3	5		0	0	69	40	10	58	38	1.57	7.68	5.03	5.29	5.33	-0.2	-0.3	999.0
1598	Bobby Milacki		5	29	61.1	3	3		0	0	67	35	10	37	22	1.45	5.43	3.23	5.14	5.32	-0.2	-0.4	999.0
1599	Zach Willeman		8	15	46.2	2	5		0	0	53	29	7	24	23	1.63	4.63	4.43	5.59	5.66	-0.2	-0.2	999.0
1600	Angel Perdomo	LAA	0	26	27.0	1	3		0	1	24	15	4	28	17	1.52	9.33	5.67	5.00	5.21	-0.2	-0.2	999.0
1601	Will Bednar	SFG	4	34	49.2	2	3		0	0	45	26	7	52	28	1.47	9.42	5.07	4.71	4.99	-0.2	0.0	999.0
1602	Joel Peguero	SFG	0	46	55.0	3	3		6	12	55	27	6	42	24	1.44	6.87	3.93	4.42	4.50	-0.2	-0.1	999.0
1603	Tyler Baum	WSN	1	34	38.0	2	3		0	0	38	22	5	34	22	1.58	8.05	5.21	5.21	5.11	-0.3	-0.3	999.0
1604	Juan Nuñez	BAL	9	16	47.0	1	2		0	0	49	30	8	39	26	1.60	7.47	4.98	5.74	5.67	-0.3	-0.4	999.0
1605	Mason Vinyard	NYY	1	36	43.1	2	4		0	0	42	25	7	38	22	1.48	7.90	4.57	5.20	5.14	-0.3	-0.5	999.0
1606	Shohei Tomioka	ATH	0	37	44.1	2	4		0	0	46	24	6	35	23	1.56	7.11	4.67	4.88	5.01	-0.3	-0.3	999.0
1607	Frank Mozzicato	KCR	20	24	85.2	3	7		0	0	89	53	12	61	55	1.68	6.41	5.78	5.57	5.56	-0.3	-0.3	999.0
1608	A.J. Puckett		1	39	47.0	3	5		0	0	48	26	6	34	20	1.45	6.51	3.83	4.98	4.88	-0.3	-0.3	999.0
1609	Erik Tolman	WSN	11	28	74.2	2	3		0	0	78	46	11	57	41	1.59	6.87	4.94	5.54	5.41	-0.3	-0.5	999.0
1610	Jackson Kelley	CHW	1	29	39.0	2	3		0	0	39	23	6	33	19	1.49	7.62	4.38	5.31	5.29	-0.3	-0.4	999.0
1611	Tommy Romero		10	19	66.1	3	4		0	0	67	39	11	48	33	1.51	6.52	4.48	5.29	5.43	-0.3	-0.2	999.0
1612	Alex Speas		0	30	32.2	2	3		0	0	30	18	4	31	22	1.59	8.53	6.06	4.95	5.12	-0.3	-0.2	999.0
1613	Daniel Harper	PHI	0	28	31.0	2	2		0	0	32	18	5	24	15	1.52	6.97	4.35	5.23	5.23	-0.3	-0.2	999.0
1614	Hunter Strickland	LAA	0	41	42.2	2	3		0	1	43	24	6	32	20	1.48	6.74	4.22	5.06	5.01	-0.3	-0.4	999.0
1615	Joshua Cornielly	NYM	1	34	50.2	3	4		0	0	50	28	8	44	20	1.38	7.81	3.55	4.97	4.93	-0.3	-0.4	999.0
1616	Victor González		0	37	39.2	1	2		0	0	39	22	5	30	20	1.49	6.80	4.53	4.99	5.07	-0.3	-0.3	999.0
1617	Frankie Scalzo Jr.	CHC	2	31	44.1	4	5		0	0	44	25	6	34	22	1.49	6.91	4.47	5.08	5.05	-0.3	-0.3	999.0
1618	Andrew Walling	PHI	0	40	45.0	4	5		0	0	45	25	7	41	22	1.49	8.20	4.40	5.00	5.00	-0.3	-0.3	999.0
1619	Shane Rademacher	SFG	15	24	96.2	4	7		0	0	113	57	17	50	27	1.45	4.65	2.51	5.31	5.26	-0.3	-0.3	999.0
1620	Thomas Schultz	WSN	4	40	54.1	1	2		0	0	56	32	9	41	24	1.47	6.80	3.98	5.30	5.16	-0.3	-0.4	999.0
1621	Johnathan Lavallee		0	28	34.0	2	2		0	0	33	19	5	29	20	1.56	7.68	5.29	5.03	5.19	-0.3	-0.4	999.0
1622	Zane Morehouse	CLE	0	40	44.2	3	4		0	0	44	23	6	39	21	1.45	7.85	4.23	4.63	4.88	-0.3	-0.2	999.0
1623	Robert Kwiatkowski		1	25	43.1	3	4		0	0	45	24	6	30	19	1.48	6.24	3.95	4.99	5.01	-0.3	-0.3	999.0
1624	Valentin Linarez		4	35	56.1	3	5		0	0	57	30	8	45	28	1.51	7.19	4.48	4.80	5.14	-0.3	0.1	999.0
1625	Chase Costello	MIL	0	24	34.0	3	3		0	0	35	19	5	26	15	1.47	6.88	3.97	5.03	5.11	-0.3	-0.3	999.0
1626	John McMillon	PHI	0	36	40.0	2	3		0	0	37	23	6	42	27	1.60	9.45	6.08	5.18	5.09	-0.3	-0.3	999.0
1627	Brandon Johnson	KCR	1	46	59.2	3	4		0	0	60	34	9	51	27	1.46	7.69	4.07	5.13	4.89	-0.3	-0.5	999.0
1628	Bryce Osmond	LAA	13	14	51.0	2	6		0	0	55	34	10	39	25	1.57	6.88	4.41	6.00	5.92	-0.3	-0.5	999.0
1629	Davison Palermo	COL	0	42	56.1	2	5		0	0	61	33	8	42	26	1.55	6.71	4.16	5.28	5.09	-0.3	-0.2	999.0
1630	Nick Garcia		9	25	61.0	3	4		0	0	65	35	9	42	28	1.52	6.20	4.13	5.16	5.25	-0.3	-0.2	999.0
1631	Preston Johnson		2	24	46.0	3	5		0	0	45	26	7	40	26	1.54	7.83	5.09	5.09	5.20	-0.3	-0.3	999.0
1632	Jarold Rosado	CHW	0	32	38.2	1	2		0	0	40	23	5	30	23	1.63	6.98	5.35	5.35	5.20	-0.3	-0.5	999.0
1633	Joey Krehbiel		0	40	49.1	3	3		0	0	53	27	7	32	19	1.46	5.84	3.47	4.93	4.90	-0.3	-0.3	999.0
1634	Hayden Merda	NYY	5	34	55.0	2	4		0	0	55	34	9	46	28	1.51	7.53	4.58	5.56	5.39	-0.3	-0.7	999.0
1635	Tyler LaPorte	ATL	0	34	43.2	3	3		0	0	46	24	6	33	19	1.49	6.80	3.91	4.94	4.85	-0.3	-0.3	999.0
1636	Steven Pérez	CLE	0	34	52.2	2	3		0	0	53	27	8	45	23	1.44	7.69	3.93	4.61	4.82	-0.3	-0.2	999.0
1637	Dylan Phillips	LAA	1	41	60.2	2	4		0	0	63	34	9	47	23	1.42	6.97	3.41	5.04	5.00	-0.3	-0.5	999.0
1638	LJ McDonough	ATL	0	34	42.2	3	3		0	0	43	24	5	36	24	1.57	7.59	5.06	5.06	4.87	-0.3	-0.3	999.0
1639	Erian Rodriguez	CHC	14	18	70.2	4	7		0	0	75	43	11	48	33	1.53	6.11	4.20	5.47	5.54	-0.3	-0.2	999.0
1640	Travis MacGregor	NYY	1	40	59.1	3	4		0	0	58	33	8	48	28	1.45	7.28	4.25	5.01	5.04	-0.3	-0.5	999.0
1641	Carlos Torres	COL	0	31	43.2	2	2		0	0	51	26	7	28	16	1.53	5.77	3.30	5.35	5.24	-0.3	-0.2	999.0
1642	Indigo Diaz	ARI	0	37	42.0	4	5		0	0	42	21	5	32	21	1.50	6.86	4.50	4.50	4.80	-0.3	-0.1	999.0
1643	Ryan Shreve		1	31	58.1	4	5		0	0	65	33	8	33	24	1.53	5.09	3.70	5.09	5.07	-0.3	-0.5	999.0
1644	Gustavo Rodriguez	ATH	0	34	44.1	2	2		0	0	44	24	7	40	23	1.51	8.13	4.67	4.88	5.08	-0.3	-0.3	999.0
1645	Michael Mariot		13	21	76.1	4	5		0	0	86	44	13	47	25	1.45	5.54	2.95	5.19	5.34	-0.3	-0.5	999.0
1646	Harrison Cohen	NYY	1	42	43.0	2	3		0	0	40	24	7	40	23	1.47	8.37	4.81	5.02	5.20	-0.3	-0.4	999.0
1647	Jordany Ventura		7	27	54.0	3	4		0	0	52	32	8	46	33	1.57	7.67	5.50	5.33	5.58	-0.3	-0.4	999.0
1648	Ivan Armstrong		2	28	45.0	2	5		0	0	48	27	6	31	22	1.56	6.20	4.40	5.40	5.22	-0.3	-0.4	999.0
1649	Daniel Juarez		0	27	35.2	2	2		0	0	36	20	5	28	17	1.48	7.06	4.29	5.04	5.07	-0.3	-0.4	999.0
1650	Ethan Bosacker	KCR	14	23	89.2	4	7		0	0	101	57	15	46	32	1.48	4.62	3.21	5.72	5.52	-0.3	-0.6	999.0
1651	Jesus Cruz		3	13	25.0	1	1		0	0	28	17	5	18	13	1.64	6.48	4.68	6.12	6.10	-0.3	-0.3	999.0
1652	Jayvien Sandridge	LAA	0	38	44.0	3	3		0	1	38	24	6	49	31	1.57	10.02	6.34	4.91	5.00	-0.3	-0.4	999.0
1653	Grayson Thurman		0	32	37.0	2	3		0	0	39	20	6	28	17	1.51	6.81	4.14	4.86	5.19	-0.3	-0.3	999.0
1654	Tanner Kiest		0	24	31.1	2	4		0	0	33	20	5	26	16	1.57	7.48	4.60	5.75	5.37	-0.3	-0.6	999.0
1655	Logan VanWey	HOU	0	39	45.0	2	2		0	0	41	23	6	43	26	1.49	8.60	5.20	4.60	4.96	-0.3	-0.2	999.0
1656	Cole Henry	WSN	2	48	48.2	1	2		16	8	43	28	7	47	28	1.46	8.69	5.17	5.17	5.29	-0.3	-0.3	999.0
1657	Austin Davis		1	30	31.2	1	3		0	0	30	19	4	31	21	1.61	8.80	5.96	5.39	5.28	-0.3	-0.5	999.0
1658	Mark Manfredi	MIL	3	36	55.1	3	3		0	0	51	31	8	52	30	1.46	8.46	4.88	5.05	5.14	-0.3	-0.3	999.0
1659	Jack Hartman	TBR	0	33	38.2	2	3		0	0	41	22	6	28	18	1.52	6.51	4.19	5.12	5.18	-0.3	-0.4	999.0
1660	Harold Chirino		0	37	45.0	1	2		0	0	43	24	5	36	23	1.47	7.20	4.60	4.80	4.91	-0.3	-0.3	999.0
1661	Juan Burgos	ARI	1	37	44.2	3	2		0	1	45	23	6	35	21	1.48	7.05	4.23	4.63	4.99	-0.3	-0.1	999.0
1662	Samy Natera Jr.	LAA	5	38	55.0	2	4		0	0	52	33	9	56	34	1.56	9.16	5.56	5.40	5.35	-0.3	-0.5	999.0
1663	Andrew Moore	SDP	0	37	46.1	3	4		0	0	41	24	6	49	28	1.49	9.52	5.44	4.67	4.91	-0.3	-0.3	999.0
1664	Orlando Ortiz-Mayr	MIA	17	22	87.0	4	7		0	0	94	53	13	59	46	1.61	6.10	4.76	5.48	5.58	-0.3	-0.2	999.0
1665	Cayne Ueckert		0	29	31.2	2	2		0	0	30	18	4	29	19	1.55	8.23	5.39	5.11	5.12	-0.3	-0.3	999.0
1666	Lucas Gilbreath	COL	0	36	36.2	0	1		0	0	40	22	5	29	21	1.66	7.11	5.15	5.40	5.29	-0.3	-0.2	999.0
1667	Baron Stuart	NYY	12	26	70.1	3	5		0	0	74	44	11	46	37	1.58	5.89	4.74	5.63	5.65	-0.3	-0.6	999.0
1668	Sam Weatherly	COL	1	34	43.1	1	1		0	0	45	26	7	40	24	1.59	8.31	4.99	5.40	5.40	-0.3	-0.1	999.0
1669	Ryan Anderson		0	32	41.2	2	4		0	0	42	24	6	30	17	1.41	6.47	3.67	5.18	5.15	-0.3	-0.5	999.0
1670	Mark McLaughlin	CHW	1	36	52.0	2	4		0	0	56	31	8	39	25	1.56	6.75	4.33	5.37	5.19	-0.3	-0.7	999.0
1671	Marquis Grissom Jr.	WSN	0	36	41.1	1	3		0	0	43	25	6	31	19	1.50	6.76	4.14	5.45	5.05	-0.3	-0.5	999.0
1672	Luis Angel Rodriguez	HOU	7	16	50.0	2	4		0	0	53	30	8	35	28	1.62	6.30	5.04	5.40	5.68	-0.3	-0.2	999.0
1673	Génesis Cabrera	PHI	0	50	52.1	1	2		0	1	51	29	9	48	23	1.41	8.26	3.96	4.99	5.03	-0.3	-0.3	999.0
1674	Casey Anderson	ARI	13	24	81.2	6	8		0	0	87	46	11	56	38	1.53	6.17	4.19	5.07	5.31	-0.3	0.1	999.0
1675	Alejandro Torres	HOU	1	23	35.0	2	2		0	0	33	20	5	30	18	1.46	7.71	4.63	5.14	5.34	-0.3	-0.3	999.0
1676	Antonio Menendez	ARI	0	33	45.2	3	3		0	0	45	23	5	35	22	1.47	6.89	4.33	4.53	4.80	-0.3	-0.1	999.0
1677	Gabriel Jackson		4	22	57.1	3	4		0	0	64	33	8	32	26	1.57	5.03	4.08	5.18	5.40	-0.3	-0.2	999.0
1678	Stefan Raeth	SEA	1	40	47.1	3	3		0	0	47	25	7	39	18	1.37	7.42	3.42	4.76	4.87	-0.3	-0.4	999.0
1679	Caden Monke	KCR	0	40	53.1	4	5		0	0	52	29	6	44	31	1.56	7.43	5.23	4.90	4.92	-0.3	-0.3	999.0
1680	Nick Richmond		0	23	28.1	1	3		0	0	30	17	4	20	14	1.55	6.36	4.45	5.41	5.36	-0.3	-0.4	999.0
1681	Antonio Knowles	LAD	0	38	44.1	3	4		0	0	42	26	7	41	23	1.47	8.33	4.67	5.28	5.17	-0.3	-0.5	999.0
1682	Sam Thoresen	CHC	0	24	23.2	1	2		0	0	22	14	3	22	18	1.69	8.35	6.84	5.32	5.46	-0.3	-0.3	999.0
1683	Miguel Gomez		4	20	30.1	1	3		0	0	32	21	5	23	19	1.68	6.83	5.64	6.24	5.84	-0.3	-0.5	999.0
1684	Jason Ruffcorn	SEA	0	42	54.0	3	4		0	0	53	28	7	45	26	1.46	7.50	4.33	4.67	4.71	-0.3	-0.4	999.0
1685	Travis Kuhn	TOR	1	38	49.0	5	6		0	0	49	27	6	34	24	1.49	6.24	4.41	4.96	5.18	-0.3	-0.3	999.0
1686	Jarod Bayless	PIT	8	31	58.2	3	4		0	0	58	34	9	45	18	1.29	6.90	2.76	5.21	5.23	-0.3	-0.6	999.0
1687	Evan Taylor	CHC	0	30	46.0	3	5		0	0	42	25	6	43	23	1.41	8.41	4.50	4.89	4.92	-0.3	-0.3	999.0
1688	Yorlin Calderon		2	38	59.2	4	4		0	0	60	32	8	44	22	1.37	6.63	3.32	4.82	4.86	-0.3	-0.5	999.0
1689	Chazz Martinez	KCR	0	45	62.0	2	3		0	0	62	33	8	51	29	1.47	7.40	4.21	4.79	4.86	-0.3	-0.3	999.0
1690	Randel Clemente	STL	0	36	45.0	2	3		0	0	40	24	5	45	31	1.58	9.00	6.20	4.80	4.91	-0.3	-0.3	999.0
1691	Guillo Zuñiga	SEA	0	40	44.0	2	3		0	1	41	23	6	39	21	1.41	7.98	4.30	4.70	4.84	-0.3	-0.4	999.0
1692	J.C. Flowers		2	25	43.1	1	3		0	0	46	25	5	29	26	1.66	6.03	5.40	5.20	5.31	-0.3	-0.2	999.0
1693	Michael Martinez		0	34	39.0	2	4		0	0	38	24	6	33	20	1.49	7.62	4.62	5.54	5.29	-0.3	-0.6	999.0
1694	Luis Peralta	COL	2	44	53.1	2	5		0	1	53	33	8	53	34	1.63	8.95	5.74	5.57	5.29	-0.3	-0.2	999.0
1695	Parker Dunshee		4	30	53.1	2	5		0	0	56	32	8	41	25	1.52	6.92	4.22	5.40	5.35	-0.3	-0.4	999.0
1696	Jordan Holloway	LAA	0	24	25.0	1	1		0	0	22	15	3	25	21	1.72	9.00	7.56	5.40	5.34	-0.3	-0.4	999.0
1697	Justin King	MIA	0	30	31.0	1	2		0	0	30	17	5	30	18	1.55	8.71	5.23	4.94	5.33	-0.3	-0.1	999.0
1698	Jesús Broca	MIL	0	34	64.0	4	5		0	0	63	35	8	51	32	1.48	7.17	4.50	4.92	4.85	-0.3	-0.4	999.0
1699	Elison Joseph	ATL	0	37	41.2	2	3		0	0	39	23	6	41	24	1.51	8.85	5.18	4.96	4.98	-0.3	-0.3	999.0
1700	Dan Altavilla	MIN	0	43	43.1	1	2		0	1	43	24	6	34	22	1.50	7.07	4.57	4.99	5.17	-0.3	-0.4	999.0
1701	Geison Urbaez	TOR	5	24	50.0	2	2		0	0	54	30	7	30	26	1.60	5.40	4.68	5.40	5.62	-0.3	-0.4	999.0
1702	Kelvin Ramirez	LAD	0	41	45.2	2	4		0	0	46	27	7	39	25	1.55	7.68	4.92	5.32	5.19	-0.3	-0.5	999.0
1703	Nate Webb		0	25	37.2	1	2		0	0	40	22	5	27	20	1.59	6.45	4.77	5.25	5.18	-0.3	-0.5	999.0
1704	Conor Larkin	TOR	0	33	39.0	3	4		0	0	38	22	6	32	20	1.49	7.38	4.62	5.08	5.26	-0.3	-0.4	999.0
1705	Donovan Benoit		1	21	45.1	1	3		0	0	47	29	7	35	24	1.57	6.95	4.77	5.76	5.52	-0.3	-0.5	999.0
1706	Easton Sikorski	CIN	0	29	53.2	2	5		0	0	56	33	9	43	25	1.51	7.21	4.19	5.53	5.22	-0.3	-0.6	999.0
1707	Lenny Torres Jr.	PHI	0	43	45.2	2	2		0	0	44	27	6	41	29	1.60	8.07	5.71	5.32	5.15	-0.3	-0.4	999.0
1708	Taylor Floyd	CIN	0	40	53.2	3	6		0	0	57	33	9	43	22	1.47	7.21	3.69	5.53	5.22	-0.3	-0.6	999.0
1709	Garvin Alston		0	30	39.2	1	2		0	0	44	23	5	25	20	1.61	5.67	4.53	5.21	5.18	-0.3	-0.4	999.0
1710	Gunner Mayer	SEA	4	33	52.1	2	4		0	0	52	33	8	47	32	1.61	8.09	5.51	5.68	5.45	-0.3	-0.6	999.0
1711	Nick Nastrini	LAD	16	23	79.0	4	5		0	0	77	51	14	69	50	1.61	7.86	5.70	5.81	5.82	-0.3	-0.6	999.0
1712	Ben Harris		1	35	37.1	2	2		0	0	34	23	5	38	29	1.69	9.17	7.00	5.55	5.49	-0.3	-0.5	999.0
1713	Shay Schanaman		0	29	36.0	3	4		0	0	37	20	5	28	17	1.50	7.00	4.25	5.00	5.14	-0.3	-0.3	999.0
1714	Wander Guante		5	32	66.2	3	4		0	0	72	40	11	45	28	1.50	6.07	3.78	5.40	5.41	-0.3	-0.4	999.0
1715	Jack Ralston	MIA	0	35	48.2	3	4		0	0	46	26	7	49	31	1.58	9.06	5.73	4.80	5.02	-0.3	-0.2	999.0
1716	Michael Watson	STL	0	38	54.1	2	4		0	0	51	30	7	50	28	1.45	8.29	4.64	4.97	4.85	-0.3	-0.4	999.0
1717	Jack Sinclair	WSN	1	47	56.2	3	4		0	0	58	33	7	44	29	1.53	6.98	4.60	5.24	5.04	-0.3	-0.6	999.0
1718	Hunter Parks	CIN	9	23	53.0	2	4		0	0	54	37	8	41	36	1.70	6.96	6.11	6.28	5.98	-0.3	-0.6	999.0
1719	Ryan Harbin	PIT	1	43	54.1	3	3		0	0	51	29	7	54	35	1.58	8.95	5.80	4.81	5.03	-0.4	-0.1	999.0
1720	Yovanny Cruz	NYY	0	30	46.0	2	3		0	0	43	27	7	43	24	1.46	8.41	4.70	5.28	5.20	-0.4	-0.6	999.0
1721	Caleb Freeman		0	41	44.2	2	4		0	0	46	26	6	37	27	1.63	7.45	5.44	5.23	5.17	-0.4	-0.5	999.0
1722	Ryan Long	BAL	13	23	80.1	3	5		0	0	91	51	15	47	29	1.49	5.27	3.25	5.72	5.59	-0.4	-0.7	999.0
1723	Gerardo Gutierrez	ARI	0	27	36.1	2	2		0	0	39	20	5	26	16	1.52	6.45	3.97	4.96	5.06	-0.4	-0.3	999.0
1724	Cole Ayers	NYY	1	33	42.2	1	3		0	0	44	26	7	32	21	1.52	6.74	4.43	5.48	5.38	-0.4	-0.6	999.0
1725	Gerson Moreno	STL	0	36	38.1	2	2		0	0	35	21	5	37	24	1.54	8.69	5.64	4.93	5.09	-0.4	-0.3	999.0
1726	Clay Helvey		0	31	44.1	2	3		0	0	45	25	6	37	25	1.58	7.52	5.08	5.08	5.12	-0.4	-0.4	999.0
1727	Christian Chamberlain	KCR	0	41	43.0	2	4		0	0	38	24	5	42	29	1.56	8.79	6.07	5.02	5.14	-0.4	-0.3	999.0
1728	Todd Peterson		1	28	34.0	1	3		0	0	39	22	5	21	17	1.65	5.56	4.50	5.82	5.49	-0.4	-0.5	999.0
1729	Austin Smith	COL	0	37	36.1	2	5		0	0	40	23	6	28	19	1.63	6.94	4.71	5.70	5.56	-0.4	-0.3	999.0
1730	Dylan Coleman	NYY	0	36	35.1	2	2		0	1	30	21	4	35	28	1.64	8.92	7.14	5.35	5.43	-0.4	-0.5	999.0
1731	Colton Johnson	ATH	0	45	46.2	2	2		0	0	50	27	6	30	23	1.56	5.78	4.43	5.20	5.19	-0.4	-0.4	999.0
1732	Jose Cuas	KCR	0	38	38.2	2	2		0	0	38	23	5	34	22	1.55	7.91	5.12	5.35	5.23	-0.4	-0.4	999.0
1733	Michael Hobbs	SEA	0	42	46.1	2	2		0	0	44	24	6	42	25	1.49	8.16	4.86	4.67	4.88	-0.4	-0.4	999.0
1734	Tanner Dodson		1	34	43.2	2	3		0	0	46	26	5	30	27	1.67	6.18	5.56	5.35	5.38	-0.4	-0.4	999.0
1735	Jared Kollar	SDP	16	25	97.2	5	9		0	0	112	60	18	56	35	1.50	5.16	3.22	5.53	5.52	-0.4	-0.6	999.0
1736	Justin Kelly		0	27	36.2	2	4		0	0	40	21	6	23	15	1.50	5.64	3.68	5.15	5.40	-0.4	-0.4	999.0
1737	Andrew Schultz		0	28	28.0	1	2		0	0	28	18	4	25	19	1.68	8.04	6.11	5.79	5.67	-0.4	-0.4	999.0
1738	Bryan Shaw		0	33	33.2	1	2		0	0	35	19	4	25	19	1.60	6.68	5.07	5.07	5.15	-0.4	-0.5	999.0
1739	Ben Sears	KCR	0	38	56.0	2	3		0	0	60	32	8	36	20	1.43	5.79	3.21	5.14	4.99	-0.4	-0.5	999.0
1740	Jacob Meador	LAD	12	24	58.2	3	4		0	0	63	39	10	42	32	1.62	6.44	4.91	5.98	5.91	-0.4	-0.6	999.0
1741	Logan Clayton		11	17	59.0	3	5		0	0	68	35	9	32	27	1.61	4.88	4.12	5.34	5.61	-0.4	-0.1	999.0
1742	Aidan Anderson	TEX	1	33	47.2	3	5		0	0	49	28	7	33	21	1.47	6.23	3.96	5.28	5.29	-0.4	-0.5	999.0
1743	Conor Grammes		1	30	35.1	1	2		0	0	34	19	4	33	24	1.64	8.41	6.12	4.84	5.29	-0.4	-0.2	999.0
1744	Erick Mejia	WSN	0	39	40.0	0	1		0	0	40	24	5	35	29	1.73	7.88	6.53	5.40	5.26	-0.4	-0.5	999.0
1745	Luis Guerrero	TBR	0	42	50.0	3	3		0	1	45	27	7	44	28	1.46	7.92	5.04	4.86	5.12	-0.4	-0.3	999.0
1746	Mitchell Tyranski		0	40	45.1	3	4		0	0	43	24	7	41	23	1.46	8.15	4.57	4.77	5.06	-0.4	-0.3	999.0
1747	Thomas Farr	CIN	14	22	75.1	3	6		0	0	87	53	14	40	29	1.54	4.78	3.47	6.33	6.00	-0.4	-0.7	999.0
1748	Chase Plymell	CHW	1	32	54.1	1	3		0	0	61	32	9	33	21	1.51	5.47	3.48	5.30	5.35	-0.4	-0.6	999.0
1749	Brett de Geus		0	32	39.0	2	2		0	0	45	24	5	22	18	1.62	5.08	4.15	5.54	5.29	-0.4	-0.5	999.0
1750	Hunter Hayes	STL	1	31	57.1	2	4		0	0	61	32	8	40	24	1.48	6.28	3.77	5.03	5.02	-0.4	-0.5	999.0
1751	Zach Bryant		0	27	38.2	2	2		0	0	41	23	6	29	19	1.55	6.74	4.42	5.35	5.36	-0.4	-0.4	999.0
1752	Sean Reynolds		1	44	52.2	1	2		0	0	49	29	7	49	32	1.54	8.37	5.46	4.95	5.05	-0.4	-0.4	999.0
1753	Dylan Hecht	SFG	0	38	37.0	1	1		0	0	38	20	5	30	19	1.54	7.30	4.62	4.86	5.14	-0.4	-0.3	999.0
1754	Stiven Cruz	MIL	5	27	62.1	2	4		0	0	65	37	11	47	28	1.49	6.79	4.04	5.35	5.46	-0.4	-0.4	999.0
1755	Jonathan Hughes		0	25	34.1	1	3		0	0	38	20	5	22	16	1.57	5.77	4.20	5.25	5.32	-0.4	-0.4	999.0
1756	Tyler Thornton	CLE	0	30	35.0	1	3		0	0	31	20	5	35	21	1.49	9.00	5.40	5.14	5.39	-0.4	-0.4	999.0
1757	Hayden Durke	ARI	0	44	45.2	3	3		0	0	40	23	5	44	31	1.55	8.67	6.11	4.53	5.00	-0.4	-0.1	999.0
1758	Nicholas Regalado		2	30	45.1	2	4		0	0	47	28	6	33	26	1.61	6.56	5.17	5.56	5.45	-0.4	-0.5	999.0
1759	Zac Leigh	CHC	0	38	41.2	2	3		0	0	39	22	6	37	23	1.49	7.99	4.96	4.75	5.17	-0.4	-0.2	999.0
1760	Yaqui Rivera	BAL	0	31	41.1	2	3		0	0	39	24	6	38	24	1.53	8.28	5.23	5.23	5.29	-0.4	-0.5	999.0
1761	Andrew Marrero		0	29	40.0	2	4		0	0	38	22	6	38	23	1.53	8.55	5.18	4.95	5.21	-0.4	-0.3	999.0
1762	Ryan Middendorf		0	35	42.1	2	3		0	0	43	24	6	31	19	1.47	6.60	4.04	5.11	5.29	-0.4	-0.4	999.0
