,Name,W,W,SO,SO,SVHLD,SVHLD,WHIP,WHIP,ERA,ERA,Team,W_sharpe,W,W,SO_sharpe,SO,SO,WHIP_sharpe,WHIP,WHIP,ERA_sharpe,ERA,ERA,SVHLD_sharpe,SVHLD,SVHLD,Total_sharpe
,,mean,std,mean,std,mean,std,mean,std,mean,std,,,low,high,,low,high,,low,high,,low,high,,low,high,
158,Yennier Cano (BAL),3.75,0.8864052604279185,53.125,3.136763573220927,14.875,1.7268882005337978,1.3025,0.031052950170405925,3.81625,0.26103844818066824,BAL,-0.7332988972630884,1.0907842187162444,6.409215781283756,-4.463198986216344,43.71470928033722,62.53529071966278,-1.1938134176622686,1.3956588505112177,1.2093411494887822,0.3862777075028618,4.599365344542004,3.0331346554579954,1.9543824544963333,9.694335398398607,20.055664601601393,3.7678786788428265
159,J.T. Ginn (ATH),4.142857142857143,0.8997354108424372,74.42857142857143,5.8554004376911974,1.0,0.0,1.3042857142857145,0.029920529661723858,4.142857142857143,0.22358550085029272,ATH,-0.2857983069734722,1.4436509103298314,6.8420633753844555,1.2473222807373447,56.86237011549784,91.99477274164502,-1.2986783087216307,1.394047303270886,1.214524125300543,-1.0097873460720626,4.813613645408021,3.472100640306265,1.0,1.0,1.0,3.6530583189701797
160,Blake Treinen (LAD),4.125,1.3562026818605377,55.25,9.082951062292475,12.625,1.0606601717798214,1.28,0.04659858980085746,3.935,0.229844668044685,LAD,-0.20277205146263846,0.056391954418386625,8.193608045581612,-1.3073944710875534,28.001146813122574,82.49885318687743,-0.3127010631373297,1.4197957694025725,1.1402042305974276,-0.07795119555779102,4.6245340041340555,3.245465995865945,1.0606601717798212,9.443019484660535,15.806980515339465,3.4024820776537936
161,Rhett Lowder (CIN),5.857142857142857,0.8997354108424372,93.0,5.066228051190221,1.0,0.0,1.342857142857143,0.024299715851758216,4.609999999999999,0.12961481396815733,CIN,1.6195237395163944,3.157936624615545,8.556349089670169,5.107350032125208,77.80131584642933,108.19868415357067,-3.186398223787009,1.4157562904124177,1.2699579953018683,-5.345968145561634,4.998844441904471,4.221155558095528,1.0,1.0,1.0,3.1945074022929587
162,Jonathan Loaisiga (ARI),2.625,0.7440238091428449,44.875,7.881941385217223,16.125,2.748376143938713,1.29125,0.03090885217631266,3.8025,0.31349413300502366,ARI,-2.385676342864468,0.3929285725714653,4.857071427428535,-2.822908584645203,21.229175844348333,68.52082415565167,-0.8354056120924793,1.383976556528938,1.198523443471062,0.36550391624552947,4.742982399015071,2.862017600984929,1.6828118706385973,7.879871568183862,24.370128431816138,2.735572729836366
163,Payton Tolle (BOS),2.375,1.1877349391654208,49.5,25.41653005427767,1.0,0.0,1.24,0.026726124191242463,4.05,0.1483239697419134,BOS,-1.7049258493842816,-1.1882048174962625,5.9382048174962625,-0.6934463501650835,-26.749590162833,125.749590162833,0.9514500212082355,1.3201783725737273,1.1598216274262727,-0.8961239838573911,4.49497190922574,3.6050280907742596,1.0,1.0,1.0,2.6569538378014794
164,Orlando Ribalta (WSN),1.5,0.7559289460184544,40.625,4.172614801981401,4.0,0.0,1.4625,0.0620483682299543,4.7125,0.1974660911216335,WSN,-3.836339401043648,-0.767786838055363,3.767786838055363,-6.350933708861948,28.107155594055797,53.1428444059442,-3.1760936539228872,1.6486451046898627,1.2763548953101371,-4.028117749982265,5.304898273364901,4.1201017266351,4.0,4.0,4.0,2.608515486189251
165,Jose Berrios (TOR),5.714285714285714,1.3801311186847085,87.42857142857143,14.164005352266981,1.0,0.0,1.3057142857142858,0.023704530408864118,4.421428571428572,0.14982529508604042,TOR,0.9522904718924537,1.5738923582315891,9.85467907033984,1.433462563985956,44.93655537177049,129.92058748537238,-1.6994942988049972,1.3768278769408782,1.2346006944876935,-3.3662222243954685,4.870904456686693,3.9719526861704506,1.0,1.0,1.0,2.320036512677944
166,Ryan Thompson (ARI),3.625,1.302470180629319,49.125,5.7180790980388325,16.5,3.779644730092272,1.2875,0.03807886552931961,3.92,0.2939387691339814,ARI,-0.5950232193611786,-0.2824105418879572,7.532410541887957,-3.147910284447373,31.9707627058835,66.2792372941165,-0.5796241107664871,1.401736596587959,1.1732634034120413,-0.009922701504330042,4.801816307401944,3.0381836925980554,1.3228756555322954,5.161065809723183,27.838934190276817,2.2818979615821076
167,Joe Boyle (TBR),4.285714285714286,0.9511897312113418,91.85714285714286,10.807845474909593,1.0,0.0,1.3771428571428572,0.025634797778466174,4.105714285714286,0.29085260544687935,TBR,-0.12015028183721518,1.43214509208026,7.139283479348311,2.288350894223878,59.43360643241408,124.28067928187164,-4.3579156223392665,1.4540472504782558,1.3002384638074587,-0.6485448259647918,4.978272102054924,3.2331564693736476,1.0,1.0,1.0,2.1617401640826044
168,Anthony Bender (MIA),3.375,1.0606601717798212,55.375,5.097268175909802,14.0,2.070196678027062,1.2862500000000001,0.026152028055746908,3.8825000000000003,0.18691097957507538,MIA,-0.9663792676216086,0.1930194846605362,6.556980515339464,-2.3051563297241593,40.083195472270596,70.66680452772941,-0.7961687914621611,1.364706084167241,1.2077939158327593,0.18502569197355306,4.4432329387252265,3.321767061274774,1.2076147288491201,7.789409965918813,20.210590034081186,2.155394947411225
169,Andrew Nardi (MIA),3.125,0.8345229603962802,65.625,8.399617338222702,11.5,1.4142135623730956,1.22875,0.028504385627478604,3.615,0.11952286093343926,MIA,-1.527818958263951,0.6214311188111594,5.628568881188841,-0.17857956375872105,40.426147985331895,90.8238520146681,1.2867694083261676,1.314263156882436,1.1432368431175641,2.527410496821686,3.973568582800318,3.2564314171996824,0.0,7.2573593128807135,15.742640687119287,2.1077813831251815
170,Patrick Sandoval (BOS),4.285714285714286,1.2535663410560176,72.0,6.6332495807108005,1.0,0.0,1.3814285714285715,0.03976119189552017,4.041428571428571,0.17771030465606755,BOS,-0.09116846116770506,0.5250152625462325,8.04641330888234,0.7349339024082987,52.1002512578676,91.8997487421324,-2.9174175740206976,1.500712147115132,1.262144995742011,-0.6997075286989677,4.574559485396773,3.508297657460368,1.0,1.0,1.0,2.026640338520928
171,Dietrich Enns (BAL),3.25,1.2817398889233116,63.125,17.016273723367622,12.625,1.0606601717798212,1.35625,0.06209152231067565,4.31625,0.4730429609001097,BAL,-0.8972179222463127,-0.5952196667699345,7.0952196667699345,-0.23506909121395916,12.076178829897131,114.17382117010287,-1.462702558925876,1.5425245669320269,1.169975433067973,-0.8438275160191149,5.73537888270033,2.8971211172996707,1.0606601717798214,9.443019484660535,15.806980515339465,1.864483770493844
172,Brock Burke (CIN),2.875,0.6408699444616557,55.125,3.27053949241231,13.5,0.7559289460184551,1.30875,0.011259916264595993,4.30125,0.21357083134173552,CIN,-2.379577967696746,0.952390166615033,4.797609833384967,-3.669119430552709,45.313381522763066,64.93661847723693,-3.847402374353526,1.3425297487937882,1.274970251206212,-1.7987787201706387,4.941962494025206,3.660537505974793,2.6457513110645885,11.232213161944635,15.767786838055365,1.5338780625493218
173,Jack Perkins (ATH),1.625,1.407885953173359,35.75,21.150818964218452,1.0,0.0,1.275,0.02976095236571382,3.9074999999999998,0.21022097217655794,ATH,-1.9710403344426974,-2.5986578595200767,5.848657859520077,-1.4833940970833392,-27.702456892655356,99.20245689265536,-0.321610291693996,1.3642828570971415,1.1857171429028583,0.04558695183506601,4.538162916529673,3.276837083470326,1.0,1.0,1.0,1.2695422286150333
174,Jimmy Herget (COL),2.875,0.6408699444616559,67.125,4.015594601052253,15.875,2.416461403433896,1.33875,0.034408263127170054,4.68625,0.225701288052531,COL,-2.3795779676967452,0.9523901666150323,4.797609833384968,0.0,55.07821619684324,79.17178380315676,-2.1309250135770785,1.4419747893815102,1.23552521061849,-3.407896664230143,5.3633538641575935,4.009146135842407,1.81049860501928,8.625615789698312,23.124384210301688,1.134093379592433
175,Jordan Wicks (CHC),1.6666666666666667,1.632993161855452,30.166666666666668,22.49814807193398,1.0,0.0,1.2716666666666667,0.01471960144387986,3.935,0.13141537200799597,CHC,-1.673817990901834,-3.232312818899689,6.565646152233023,-1.6427278020913267,-37.32777754913526,97.6611108824686,-0.42379511849411106,1.3158254709983064,1.227507862335027,-0.13633615605925206,4.329246116023988,3.540753883976012,1.0,1.0,1.0,1.1233229324534761
176,Cody Bradford (TEX),3.7142857142857144,0.48795003647426655,56.142857142857146,3.0783421635988546,1.0,0.0,1.1914285714285715,0.04413183712037205,4.1971428571428575,0.26354723079012415,TEX,-1.4052961050458739,2.250435604862915,5.178135823708514,-3.567551062713495,46.90783065206058,65.37788363365371,1.676794006969638,1.3238240827896877,1.0590330600674553,-1.0626540182945412,4.98778454951323,3.406501164772485,1.0,1.0,1.0,0.6412928209157276
177,Luis Medina (ATH),4.0,0.0,65.4,5.594640292279747,1.0,0.0,1.422,0.034205262752974176,4.6,0.1953202498462461,ATH,4.0,4.0,4.0,-0.3083308148301127,48.616079123160766,82.18392087683924,-4.577407567430961,1.5246157882589224,1.3193842117410775,-3.4963945991480694,5.185960749538738,4.014039250461261,1.0,1.0,1.0,0.6178670185908572
178,Kevin Ginkel (ARI),3.5,1.0690449676496974,57.375,4.373213921133975,17.25,5.873670062235366,1.2825,0.011649647450214426,3.87,0.22090722034374508,ARI,-0.8418729120241306,0.2928650970509077,6.707134902949092,-2.229481606852615,44.25535823659807,70.49464176340193,-1.4654030213690445,1.3174489423506432,1.2475510576493567,0.213136235475095,4.5327216610312355,3.2072783389687647,0.9789450103725608,-0.37101018670609776,34.8710101867061,0.571103747092109
179,Jonah Tong (NYM),2.0,0.0,31.571428571428573,4.197504927816955,1.0,0.0,1.247142857142857,0.03903600291794138,3.642857142857143,0.25296338903184423,NYM,2.0,2.0,2.0,-8.470167883057659,18.978913787977707,44.163943354879436,0.46843203501529973,1.3642508658966812,1.130034848389033,1.0840548568143573,4.401747309952675,2.88396697576161,1.0,1.0,1.0,0.08231900877199805
180,Ryan Johnson (LAA),3.8333333333333335,0.9831920802501751,58.833333333333336,8.518607084885808,1.0,0.0,1.3233333333333335,0.03011090610836329,4.213333333333334,0.19602720899575812,LAA,-0.5763539780776817,0.8837570925828082,6.782909574083859,-0.9733594452757665,33.27751207867591,84.38915458799076,-1.9230494657442037,1.4136660516584234,1.2330006150082435,-1.5112697952375131,4.801414960320608,3.6252517063460594,1.0,1.0,1.0,0.01596731566483478
181,Isaac Mattson (PIT),3.25,0.4629100498862757,59.0,1.9999999999999996,15.25,1.3887301496588271,1.36625,0.01767766952966363,4.2125,0.2061726045262629,PIT,-2.484283934389665,1.8612698503411729,4.638730149658827,-4.062500000000001,53.0,65.0,-5.703321266541791,1.419283008588991,1.313216991411009,-1.4328609145015483,4.831017813578789,3.5939821864212114,2.7003086243366083,11.083809551023519,19.41619044897648,-0.18142299374996385
182,German Marquez (SDP),5.75,0.5,85.0,2.160246899469287,1.0,0.0,1.3924999999999998,0.012583057392117956,4.9025,0.1571358223533599,SDP,2.7000000000000135,4.25,7.25,8.274517141717178,78.51925930159214,91.48074069840786,-10.098613128080142,1.4302491721763537,1.354750827823646,-6.271114071307728,5.3739074670600795,4.43109253293992,1.0,1.0,1.0,-0.3952100576706785
183,Kutter Crawford (BOS),3.4,0.5477225575051662,59.4,5.176871642217914,1.0,0.0,1.238,0.028635642126552743,4.34,0.13247641299491736,BOS,-1.8257418583505414,1.7568323274845015,5.043167672515498,-1.4922139341840819,43.86938507334626,74.93061492665373,0.9578472627697113,1.3239069263796581,1.1520930736203419,-3.192392193491021,4.737429238984752,3.9425707610152476,1.0,1.0,1.0,-0.5525007232559331
184,Johan Oviedo (BOS),5.285714285714286,0.9511897312113418,92.57142857142857,5.380741673076392,1.0,0.0,1.3442857142857143,0.009759000729485297,4.301428571428572,0.11950293879630065,BOS,0.9311646842384785,2.43214509208026,8.139283479348311,4.729167486102301,76.4292035521994,108.71365359065774,-8.080452604013871,1.3735627164741702,1.3150087120972584,-3.2161990488817684,4.6599373878174735,3.9429197550396697,1.0,1.0,1.0,-0.6363194825548595
185,Cionel Perez (WSN),2.375,0.5175491695067657,44.625,4.627171304989073,12.875,0.35355339059327373,1.47,0.022038926600773605,4.2925,0.16985287751463043,WSN,-3.9126717214711353,0.8223524914797031,3.927647508520297,-4.862582021923465,30.74348608503278,58.506513914967215,-9.28227732126698,1.5361167798023208,1.4038832201976792,-2.2102461386580297,4.802058632543892,3.782941367456109,3.8890872965260117,11.814339828220179,13.935660171779821,-0.8223407206895521
186,Chase Lee (TOR),1.375,0.7440238091428449,27.875,13.249663068492397,1.0,0.0,1.2325,0.02712405363721078,3.91875,0.10048987155785546,TOR,-4.065730105445086,-0.8570714274285347,3.6070714274285347,-2.962339479660899,-11.873989205477194,67.62398920547719,1.2139989055101188,1.3138721609116322,1.1511278390883677,-0.01658541941420803,4.220219614673566,3.617280385326434,1.0,1.0,1.0,-0.8306560990100741
187,Craig Yoho (MIL),2.8333333333333335,0.752772652709081,44.833333333333336,8.773064838850027,1.0,0.0,1.3066666666666666,0.032659863237109066,3.936666666666667,0.22114851721561815,MIL,-2.0811949810192147,0.5750153752060903,5.091651291460577,-2.5409212260636447,18.51413881678325,71.15252784988343,-1.2626536412203704,1.4046462563779938,1.2086870769553395,-0.08855285841342597,4.600112218313521,3.2732211150198127,1.0,1.0,1.0,-0.9733227067166558
188,Drew Anderson (DET),4.142857142857143,1.4638501094227998,91.85714285714286,9.26334301478272,10.142857142857142,2.2677868380553634,1.2785714285714285,0.030237157840738237,3.934285714285714,0.22574743578146078,DET,-0.1756620131307311,-0.2486931854112564,8.534407471125544,2.6698938836308415,64.0671138127947,119.64717190149102,-0.43465914396060246,1.3692829020936432,1.1878599550492137,-0.07620188859657309,4.611528021630097,3.2570434069413317,-0.5984437489312766,3.3394966286910517,16.946217657023233,-1.0088479067134484
189,Justin Hagenman (NYM),1.25,0.7071067811865476,23.875,20.08153024903374,1.0,0.0,1.2149999999999999,0.03162277660168378,4.13625,0.2011351713223153,NYM,-4.45477272147524,-0.8713203435596428,3.371320343559643,-2.153720332248139,-36.36959074710122,84.11959074710123,1.5946914486277781,1.309868329805051,1.1201316701949486,-1.08964864387371,4.739655513966946,3.5328444860330546,1.0,1.0,1.0,-1.1034502489693108
190,Kyle Hurt (LAD),3.0,0.6324555320336759,55.0,12.712198865656562,1.0,0.0,1.3616666666666666,0.04833908011812655,4.303333333333334,0.3787171327873439,LAD,-2.213594362117855,1.1026334038989725,4.897366596101028,-0.953808237908947,16.86340340303031,93.1365965969697,-1.990896289356713,1.5066839070210463,1.216649426312287,-1.0198904843760694,5.439484731695366,3.167181934971302,1.0,1.0,1.0,-1.1781893737595843
191,Sammy Peralta (MIL),1.25,1.164964745021435,17.375,19.01831823720038,1.0,0.0,1.26125,0.04015594601052257,4.06875,0.14942150352036243,MIL,-2.7039444871286933,-2.2448942350643053,4.744894235064305,-2.615899017962985,-39.67995471160114,74.42995471160114,0.10405859763524494,1.3817178380315678,1.1407821619684322,-1.015025703084282,4.517014510561087,3.6204854894389125,1.0,1.0,1.0,-1.2308106105407153
192,Hayden Wesneski (HOU),2.3333333333333335,0.816496580927726,35.0,17.854971296532515,1.0,0.0,1.2550000000000001,0.025884358211089642,4.253333333333333,0.14583095236151578,HOU,-2.5311394008759422,-0.1161564094498444,4.782823076116511,-1.7992187983096206,-18.56491388959755,88.56491388959755,0.4028908634135475,1.332653074633269,1.1773469253667312,-2.3057519309510783,4.69082619041788,3.815840476248786,1.0,1.0,1.0,-1.2332192667230937
193,Spencer Arrighetti (HOU),4.857142857142857,0.37796447300922725,87.71428571428571,4.498677054212186,1.0,0.0,1.3571428571428572,0.011126972805283778,4.5528571428571425,0.16327015298927997,HOU,1.209486313629544,3.7232494381151753,5.991036276170538,4.5767423325058685,74.21825455164915,101.21031687692226,-8.242519085760145,1.3905237755587085,1.3237619387270059,-3.893998981954485,5.0426676018249825,4.0630466838893025,1.0,1.0,1.0,-1.3502894215792174
194,Janson Junk (MIA),4.625,1.302470180629319,69.75,7.887603293414658,1.0,0.0,1.2825,0.011649647450214348,4.4075,0.09082951062292478,MIA,0.17274867658873597,0.7175894581120428,8.532410541887957,0.3328007130114678,46.08719011975602,93.41280988024397,-1.4654030213690543,1.317448942350643,1.247551057649357,-5.399309798140523,4.679988531868774,4.135011468131226,1.0,1.0,1.0,-1.3591634299093744
195,Andrew Alvarez (WSN),3.7142857142857144,0.7559289460184545,61.42857142857143,6.654751256486925,1.0,0.0,1.4000000000000001,0.04242640687119285,4.362857142857143,0.30906926331133217,WSN,-0.9071147352221361,1.446498876230351,5.982072552341078,-0.8559942140400513,41.464317659110655,81.3928251980322,-3.171878989893942,1.5272792206135786,1.2727207793864217,-1.442310389418349,5.2900649327911395,3.4356493529231464,1.0,1.0,1.0,-1.3772983285744789
196,Didier Fuentes (ATL),3.4,0.8944271909999159,54.6,8.294576541331088,1.0,0.0,1.306,0.032093613071762464,4.3420000000000005,0.16483324907311617,ATL,-1.1180339887498874,0.7167184270002522,6.083281572999748,-1.5100228369211028,29.71627037600674,79.48372962399327,-1.2641589614952147,1.4022808392152875,1.2097191607847126,-2.577857738387382,4.836499747219349,3.847500252780652,1.0,1.0,1.0,-1.470073525553587
197,Yosver Zulueta (SEA),1.875,0.8345229603962802,39.0,14.362649974350635,1.0,0.0,1.32375,0.030207614933986403,3.795,0.30284366546831676,SEA,-3.0256806820521462,-0.6285688811888406,4.378568881188841,-1.9582040953603055,-4.087949923051909,82.08794992305191,-1.9306863086966635,1.4143728448019592,1.2331271551980407,0.40312328522554347,4.70353099640495,2.8864690035950495,1.0,1.0,1.0,-1.5114478008835717
198,Jake Bird (NYY),3.25,0.46291004988627565,60.5,8.451542547285165,11.75,0.7071067811865476,1.27875,0.03313931631332016,3.8775,0.19106842454247341,NYY,-2.4842839343896657,1.861269850341173,4.6387301496588265,-0.7838805712606992,35.145372358144506,85.8546276418555,-0.40198260113392903,1.3781679489399605,1.1793320510600396,0.20716836613960857,4.45070527362742,3.3042947263725795,0.35355339059327373,9.628679656440358,13.871320343559642,-1.6952117876783168
199,Dane Dunning (SEA),1.6,1.3416407864998738,31.6,31.564220250150328,1.0,0.0,1.308,0.021679483388678724,4.2379999999999995,0.20535335400231464,SEA,-2.0869967789997985,-2.424922359499621,5.624922359499621,-1.1254832122719967,-63.09266075045098,126.29266075045098,-1.9636735713757725,1.3730384501660362,1.242961549833964,-1.5627534706009676,4.854060062006943,3.621939937993056,1.0,1.0,1.0,-1.7389070332485352
200,John Schreiber (KCR),3.125,0.3535533905932738,56.75,2.6049403612586386,14.625,1.7677669529663687,1.30125,0.029001231500945433,4.13125,0.1194556104046305,KCR,-3.606244584051373,2.0643398282201786,4.185660171779821,-3.982816710240181,48.93517891622408,64.56482108377591,-1.235169222736651,1.3882536945028363,1.2142463054971637,-1.7928556552615846,4.489616831213891,3.772883168786108,1.7677669529663689,9.321699141100893,19.928300858899107,-1.7782514074579452
201,Codi Heuer (CLE),1.375,1.0606601717798212,24.25,15.153971662335163,1.0,0.0,1.31,0.03207134902949094,3.9225000000000003,0.2805479332612216,CLE,-2.8519973507857355,-1.8069805153394638,4.556980515339464,-2.829291287812343,-21.211914987005486,69.71191498700549,-1.3897584579446034,1.406214047088473,1.2137859529115271,-0.019307455249094795,4.764143799783665,3.0808562002163353,1.0,1.0,1.0,-2.0903545517917763
202,Lazaro Estrada (TOR),1.75,1.0350983390135313,30.125,18.24779830163472,1.0,0.0,1.28,0.04070801956792863,4.49125,0.2591986276418698,TOR,-2.5601432251601275,-1.3552950170405937,4.855295017040594,-2.0276418770304674,-24.618394904904164,84.86839490490416,-0.357949827235231,1.402124058703786,1.157875941296214,-2.2151609053269476,5.268845882925609,3.7136541170743906,1.0,1.0,1.0,-2.1608958347527736
203,Luinder Avila (KCR),2.0,0.9258200997725514,36.75,14.007650970604805,1.0,0.0,1.3675,0.06181770435262517,4.205,0.37701837772561825,KCR,-2.592296279363137,-0.7774602993176543,4.777460299317655,-2.1684577995084426,-5.272952911814414,78.77295291181441,-1.6511682153252552,1.5529531130578755,1.1820468869421243,-0.7636674594048655,5.336055133176854,3.0739448668231453,1.0,1.0,1.0,-2.1755897536017
204,Zack Thompson (STL),1.6,1.3416407864998738,23.6,26.500943379434627,1.0,0.0,1.41,0.05830951894845296,4.324,0.3779285646785647,STL,-2.0869967789997985,-2.424922359499621,5.624922359499621,-1.6423943622239672,-55.90283013830388,103.10283013830389,-2.479379545203126,1.5849285568453588,1.235071443154641,-1.0767025959330616,5.457785694035694,3.1902143059643056,1.0,1.0,1.0,-2.2854732823599533
205,Jose Urquidy (PIT),3.0,0.0,49.42857142857143,7.044078904941911,1.0,0.0,1.34,0.025166114784235805,4.707142857142857,0.16224613870231103,PIT,3.0,3.0,3.0,-2.512241672791782,28.2963347137457,70.56080814339717,-2.963168101662656,1.4154983443527076,1.2645016556472926,-4.869512027396375,5.19388127324979,4.2204044410359245,1.0,1.0,1.0,-2.344921801850813
206,Tyler Alexander (TEX),4.0,1.511857892036909,61.0,7.4258236676383005,12.375,2.615202805574687,1.2625,0.04496029994816066,4.575,0.21778101714468004,TEX,-0.2645751311064546,-0.5355736761107268,8.535573676110726,-0.8248243257771817,38.7225289970851,83.2774710029149,0.06513683031359363,1.3973808998444819,1.127619100155518,-3.0210009820534007,5.22834305143404,3.92165694856596,0.3345820821753516,4.529391583275939,20.220608416724062,-2.372353197746685
207,Chase Dollander (COL),5.5,0.5773502691896257,107.5,5.0662280511902225,1.0,0.0,1.475,0.03316624790355408,5.1425,0.10965856099730661,COL,1.9052558883257769,3.767949192431123,7.232050807568877,7.9694399052002,92.30131584642933,122.69868415357067,-6.3188163213654,1.5744987437106623,1.3755012562893378,-11.174838111333278,5.47147568299192,4.81352431700808,1.0,1.0,1.0,-2.6189586391727016
208,Colin Rea (CHC),4.6,0.5477225575051663,68.6,1.516575088810308,1.0,0.0,1.292,0.008366600265340737,4.401999999999999,0.0834865258589671,CHC,0.3651483716701223,2.9568323274845008,6.243167672515499,0.9725861982587835,64.05027473356907,73.14972526643092,-3.175893161945669,1.3170998007960222,1.266900199203978,-5.808322500876735,4.6524595775769,4.151540422423098,1.0,1.0,1.0,-2.6464810928934983
209,Jason Foley (SFG),1.25,0.7071067811865476,21.0,10.993504575754852,1.0,0.0,1.26125,0.04853202182948026,3.6125,0.3393586387795157,SFG,-4.45477272147524,-0.8713203435596428,3.371320343559643,-4.1956593261192054,-11.980513727264551,53.98051372726455,0.08609926541394075,1.4068460654884407,1.1156539345115593,0.8975263880971184,4.630575916338547,2.594424083661453,1.0,1.0,1.0,-2.666806394083386
210,Cole Wilcox (SEA),1.5,1.4142135623730951,24.375,17.319992576705765,1.0,0.0,1.33875,0.04257346591481594,4.2075000000000005,0.20260799589354792,SEA,-2.050609665440983,-2.7426406871192857,5.742640687119286,-2.4682458615770946,-27.584977730117295,76.33497773011729,-1.7222330152338392,1.466470397744448,1.2110296022555522,-1.4333919319712078,4.815323987680644,3.5996760123193567,1.0,1.0,1.0,-2.6744804742231247
211,Griffin Canning (SDP),5.714285714285714,0.48795003647426677,92.57142857142857,4.649628761422534,1.0,0.0,1.352857142857143,0.0075592894601845635,4.5042857142857144,0.1250142848980522,SDP,2.6934842013379647,4.250435604862914,7.178135823708515,5.472787157236042,78.62254228716097,106.52031485569617,-11.565712874082323,1.3755350112376967,1.3301792744765892,-4.697082268888219,4.879328568979871,4.129242859591558,1.0,1.0,1.0,-3.096523784396534
212,Jose Fermin (LAA),2.2,1.0954451150103321,34.0,14.035668847618199,1.0,0.0,1.344,0.037815340802378014,4.298,0.21147103820618088,LAA,-2.008316044185603,-1.0863353450309963,5.486335345030996,-2.360058530849507,-8.107006542854599,76.1070065428546,-2.077765978152643,1.4574460224071342,1.230553977592866,-1.8012710860920782,4.932413114618543,3.6635868853814575,1.0,1.0,1.0,-3.2474116392798313
213,Andrew Walters (CLE),2.0,0.6324555320336759,42.666666666666664,8.35862827661732,1.0,0.0,1.325,0.04230839160261243,4.0200000000000005,0.3382898165774429,CLE,-3.7947331922020444,0.10263340389897246,3.8973665961010275,-2.9261180810915848,17.590781836814703,67.74255149651863,-1.4080286750430382,1.4519251748078372,1.1980748251921627,-0.30422632199780403,5.034869449732329,3.0051305502676717,1.0,1.0,1.0,-3.4331062703344712
214,Cam Booser (TBR),1.6,1.3416407864998738,21.4,14.310835055998654,1.0,0.0,1.334,0.0279284800875379,4.054,0.17840964099509898,TBR,-2.0869967789997985,-2.424922359499621,5.624922359499621,-3.1951315084743093,-21.532505167995964,64.33250516799596,-2.4552509967066234,1.4177854402626138,1.2502145597373864,-0.7674286316759541,4.589228922985297,3.518771077014703,1.0,1.0,1.0,-3.504807915856685
215,Easton McGee (MIL),1.875,0.6408699444616557,31.125,8.559664546164012,1.0,0.0,1.24875,0.05166858675387649,4.05875,0.14535056145156675,MIL,-3.9399569629077345,-0.04760983338496705,3.797609833384967,-4.205772294678685,5.4460063615079655,56.80399363849203,0.3227990637332502,1.4037557602616295,1.0937442397383705,-0.9746551045409778,4.4948016843547,3.6226983156453,1.0,1.0,1.0,-3.797585298394147
216,Zach Agnos (COL),2.625,0.5175491695067657,45.625,4.501983689759121,14.625,1.0606601717798212,1.44125,0.056172565749279604,5.05125,0.1565190540659963,COL,-3.4296258299314872,1.0723524914797031,4.177647508520296,-4.775672566052846,32.11904893072264,59.13095106927736,-3.13002310338091,1.6097676972478387,1.272732302752161,-7.246189120133863,5.520807162197989,4.58169283780201,2.946278254943948,11.443019484660535,17.806980515339465,-3.850119344779365
217,Jesse Scholtens (TBR),1.625,0.7440238091428449,34.0,11.90438094628552,1.0,0.0,1.345,0.07540367554512363,4.55875,0.478582355952005,TBR,-3.7297193529289623,-0.6070714274285347,3.8570714274285347,-2.7825890442741477,-1.7131428388565624,69.71314283885656,-1.0552725446892928,1.571211026635371,1.118788973364629,-1.3407654057581193,5.994497067856015,3.1230029321439847,1.0,1.0,1.0,-3.908346347650522
218,Randy Dobnak (SEA),0.625,1.7677669529663689,16.25,22.945587811167535,1.0,0.0,1.4024999999999999,0.04527692569068707,4.4350000000000005,0.32741411087489775,SEA,-2.13546247918337,-4.678300858899107,5.928300858899107,-2.2172018611455804,-52.5867634335026,85.0867634335026,-3.0274014076804305,1.5383307770720611,1.2666692229279386,-1.5818397847384134,5.417242332624694,3.452757667375307,1.0,1.0,1.0,-3.961905532747794
219,Aaron Bummer (ATL),3.0,0.7559289460184545,59.625,3.852179346069666,11.625,1.0606601717798212,1.3050000000000002,0.021380899352994018,3.68375,0.21313560405123705,ATL,-1.8520259177452043,0.7322131619446366,5.267786838055363,-1.9469498499991085,48.068461961791,71.181538038209,-1.850784100243534,1.3691426980589823,1.240857301941018,1.0947646892315601,4.3231568121537105,3.0443431878462888,0.11785113019775793,8.443019484660535,14.806980515339465,-3.9657395277674965
220,Mason Englert (TBR),2.75,0.46291004988627565,57.75,3.1052950170405955,12.125,1.726888200533798,1.23375,0.026692695630078343,3.99375,0.20049492334150099,TBR,-3.5644073841243094,1.361269850341173,4.1387301496588265,-3.019036822122798,48.43411494887822,67.06588505112178,1.1867880212470954,1.313828086890235,1.1536719131097648,-0.38238707189648435,4.595234770024502,3.392265229975497,0.3619226767585802,6.944335398398606,17.305664601601393,-3.969429873103595
221,Jakob Junis (TEX),2.75,0.46291004988627565,55.125,3.681517544243328,12.875,2.416461403433896,1.22375,0.03204349722308279,4.1899999999999995,0.20085531395225065,TEX,-3.5644073841243094,1.361269850341173,4.1387301496588265,-3.2595254146660304,44.08044736727001,66.16955263272999,1.300687348150881,1.3198804916692484,1.1276195083307514,-1.3587724481690675,4.792565941856751,3.5874340581432476,0.5690138472917736,5.625615789698312,20.124384210301688,-4.036948662349658
