,Name,W,W,SO,SO,SVHLD,SVHLD,WHIP,WHIP,ERA,ERA,Team,W_sharpe,W,W,SO_sharpe,SO,SO,WHIP_sharpe,WHIP,WHIP,ERA_sharpe,ERA,ERA,SVHLD_sharpe,SVHLD,SVHLD,Total_sharpe
,,mean,std,mean,std,mean,std,mean,std,mean,std,,,low,high,,low,high,,low,high,,low,high,,low,high,
408,Bennett Sousa (HOU),2.25,0.4629100498862757,40.625,8.016723591521485,2.0,2.0701966780270626,1.2137499999999999,0.023867192066576642,3.68125,0.1851206170504595,HOU,-4.644530833858952,0.8612698503411729,3.6387301496588274,-3.3055898332364224,16.574829225435543,64.67517077456446,2.165255606290687,1.2853515761997298,1.14214842380027,1.273944183478228,4.236611851151379,3.125888148848621,-4.588935969626656,-4.2105900340811875,8.210590034081187,-27.455600725459732
409,Ryan Borucki (SFG),2.25,0.8864052604279183,43.625,10.21116335893502,6.625,1.0606601717798212,1.29875,0.04120939559996348,3.84625,0.12034919431150579,SFG,-2.425527121716387,-0.40921578128375513,4.909215781283756,-2.3014028053362714,12.99150992319494,74.25849007680506,-0.8085881407942327,1.4223781867998906,1.1751218132001096,0.5885650812916278,4.207297582934517,3.4852024170654827,-4.59619407771256,3.443019484660536,9.806980515339465,-27.927923375118063
410,Chase Petty (CIN),2.2,0.44721359549995787,35.2,1.923538406167135,1.0,0.0,1.476,0.030495901363953852,5.082,0.2524282076155515,CIN,-4.919349550499523,0.8583592135001266,3.541640786499874,-16.597017193752905,29.429384781498598,40.97061521850141,-6.904909156753891,1.5674877040918616,1.3845122959081384,-4.6148434743902955,5.839284622846654,4.324715377153345,1.0,1.0,1.0,-28.036119375396613
411,Bradgley Rodriguez (SDP),3.5,0.5477225575051662,48.166666666666664,4.9564772436345015,6.5,1.224744871391589,1.3416666666666668,0.048751068364361674,4.04,0.1440833092346232,SDP,-1.6431676725154858,1.8568323274845016,5.1431676725154984,-3.8249612378794073,33.29723493576316,63.03609839757017,-1.5638240923931688,1.4879198717597517,1.1954134615735819,-0.8530944168315224,4.47224992770387,3.60775007229613,-4.08248290463863,2.825765385825233,10.174234614174766,-28.297461942812735
412,Jack Dreyer (LAD),2.75,0.4629100498862757,52.5,7.151423434733616,8.25,0.7071067811865476,1.24125,0.04155461122770509,3.98125,0.20145453226827276,LAD,-3.564407384124309,1.3612698503411729,4.138730149658827,-2.045047413773335,31.045729695799153,73.95427030420085,0.5818505026092359,1.3659138336831151,1.1165861663168848,-0.31851686802070817,4.585613596804818,3.376886403195182,-4.596194077712559,6.128679656440357,10.371320343559642,-28.327091551871913
413,Austin Peterson (CLE),1.4,0.5477225575051661,22.0,2.0,1.0,0.0,1.312,0.016431676725154987,4.5520000000000005,0.24853571171966432,CLE,-5.47722557505165,-0.2431676725154983,3.043167672515498,-22.5625,16.0,28.0,-2.8342468848679965,1.361295030175465,1.2627049698245352,-2.554629522950895,5.2976071351589935,3.8063928648410075,1.0,1.0,1.0,-28.42860198287054
414,Ben Kudrna (KCR),1.0,0.0,11.75,1.8929694486000914,1.0,0.0,1.5125,0.08539125638299663,5.07,0.47180504448341787,KCR,1.0,1.0,1.0,-29.252981362668848,6.0710916541997255,17.428908345800274,-2.893404301996264,1.76867376914899,1.25632623085101,-2.4436293764705344,6.485415133450254,3.6545848665497465,1.0,1.0,1.0,-28.590015041135644
415,Cristian Mena (ARI),1.0,0.0,18.6,1.5165750888103098,1.0,0.0,1.324,0.0240831891575846,4.04,0.20371548787463345,ARI,1.0,1.0,1.0,-31.99643747153057,14.050274733569072,23.14972526643093,-2.4320461957166666,1.3962495674727537,1.2517504325272464,-0.6033741859740666,4.651146463623901,3.4288535363760997,1.0,1.0,1.0,-29.0318578532213
416,Jake Eder (WSN),1.0,0.0,13.142857142857142,1.8644544714716085,1.0,0.0,1.4085714285714286,0.03760699023168046,4.735714285714286,0.2935334815006712,WSN,1.0,1.0,1.0,-28.953317811260316,7.549493728442317,18.736220557271967,-3.8062832537519107,1.52139239926647,1.2957504578763872,-2.7888844168500095,5.616314730216299,3.855113841212272,1.0,1.0,1.0,-29.548485481862237
417,Jason Alexander (HOU),2.0,0.0,32.714285714285715,1.1126972805283732,1.0,0.0,1.41,0.04123105625617664,4.7457142857142856,0.32263793654069584,HOU,2.0,2.0,2.0,-30.92549509006985,29.376193872700597,36.052377555870834,-3.5063721790966915,1.5336931687685298,1.28630683123147,-2.5682998139198463,5.713628095336373,3.777800476092198,1.0,1.0,1.0,-30.00016708308639
418,Connor Seabold (DET),1.75,0.7071067811865476,35.625,18.275178326274762,5.25,2.1213203435596424,1.355,0.018516401995450987,4.82625,0.17112547610285442,DET,-3.7476659402886923,-0.37132034355964283,3.871320343559643,-1.7236493914103985,-19.200534978824287,90.4505349788243,-4.837410021311584,1.410549205986353,1.299450794013647,-5.312865666595516,5.339626428308563,4.312873571691437,-2.946278254943948,-1.1139610306789276,11.613961030678928,-30.35298229432593
419,Julian Aguiar (CIN),1.2857142857142858,0.4879500364742666,25.285714285714285,1.7043362064926935,1.0,0.0,1.3357142857142856,0.04353433237386432,4.83,0.3249615361854384,CIN,-6.382386477083394,-0.178135823708514,2.7495643951370856,-24.54872785950234,20.172705666236205,30.398722905192365,-1.6144893111513485,1.4663172828358786,1.2051112885926927,-2.8093068409970634,5.804884608556315,3.855115391443685,1.0,1.0,1.0,-30.354910488734145
420,Cade Gibson (MIA),2.625,1.0606601717798212,41.5,11.551128578133456,1.75,2.1213203435596424,1.38,0.05154748157905338,4.234999999999999,0.23299294900428694,MIA,-1.6734860488081562,-0.5569805153394638,5.806980515339464,-2.2183979536431355,6.846614265599634,76.15338573440036,-2.222638721849509,1.53464244473716,1.2253575552628397,-1.3644905050788327,4.9339788470128605,3.5360211529871384,-4.59619407771256,-4.613961030678928,8.113961030678928,-30.45998361794243
421,Keaton Winn (SFG),2.625,1.1877349391654208,48.5,7.464200272921789,4.5,1.4142135623730951,1.3,0.025634797778466254,4.045,0.20493901531919176,SFG,-1.4944411766207895,-0.9382048174962625,6.1882048174962625,-2.4952438732876367,26.107399181234634,70.89260081876537,-1.3486132744323487,1.3769043933353988,1.2230956066646013,-0.6241694216566667,4.659817045957575,3.430182954042425,-4.949747468305833,0.25735931288071434,8.742640687119286,-30.711205087526608
422,Spencer Bivens (SFG),2.25,0.4629100498862757,41.375,9.869686635639162,2.0,2.8284271247461903,1.36,0.026186146828319063,4.225,0.09942692937888754,SFG,-4.644530833858952,0.8612698503411729,3.6387301496588274,-2.608998740346778,11.765940093082513,70.98405990691748,-3.6115060834056756,1.4385584404849574,1.2814415595150428,-3.0969141719471613,4.523280788136662,3.926719211863337,-3.3587572106361003,-6.485281374238571,10.485281374238571,-30.755735882739067
423,Bradley Blalock (MIA),0.7142857142857143,0.4879500364742666,15.285714285714286,3.147183169877773,1.0,0.0,1.4757142857142858,0.0330943816264649,5.082857142857143,0.21615690949819202,MIA,-7.553466564621632,-0.7495643951370855,2.178135823708514,-16.471645568789373,5.844164776080968,24.727263795347604,-6.354121272281245,1.5749974305936805,1.376431140834891,-5.393183184521614,5.731327871351719,4.434386414362566,1.0,1.0,1.0,-30.772416590213865
424,Brock Stewart (LAD),1.75,0.7071067811865476,41.0,6.047431568147637,1.75,2.1213203435596424,1.265,0.05952190473142753,4.00375,0.4638946154954962,LAD,-3.7476659402886923,-0.37132034355964283,3.871320343559643,-4.320015812597651,22.85770529555709,59.14229470444291,0.007200230411063801,1.4435657141942824,1.0864342858057174,-0.18682404100357208,5.395433846486489,2.6120661535135117,-4.59619407771256,-4.613961030678928,8.113961030678928,-31.228275952041646
425,Hayden Harris (ATL),2.5714285714285716,0.7867957924694432,52.42857142857143,7.634508123364222,5.571428571428571,1.1338934190276817,1.2942857142857143,0.04391550328268404,4.0,0.3158058475287202,ATL,-2.3240737254481925,0.2110411940202419,4.931815948836901,-1.925000056840917,29.525047058478762,75.3320957986641,-0.6571060491186745,1.4260322241337664,1.1625392044376621,-0.26255583079134115,4.947417542586161,3.0525824574138394,-5.22850854329431,2.169748314345526,8.973108828511617,-31.311278378670675
426,Luis Peralta (COL),1.625,0.5175491695067657,35.625,10.027640371920576,1.0,0.0,1.61375,0.017677669529663705,5.3825,0.17417150824895092,COL,-5.361809396090079,0.07235249147970313,3.177647508520297,-3.141317282199946,5.542078884238272,65.70792111576174,-19.7040355340354,1.6667830085889912,1.5607169914110088,-8.413641710974238,5.9050145247468535,4.859985475253147,1.0,1.0,1.0,-31.62080392329966
427,Peyton Pallette (CLE),1.875,0.6408699444616557,48.125,8.271076972541984,2.5,2.0701966780270626,1.34125,0.04793969425970802,4.3075,0.14498768420603358,CLE,-3.9399569629077345,-0.04760983338496705,3.797609833384967,-2.2971615501917704,23.31176908237405,72.93823091762596,-1.5816001695937867,1.4850690827791242,1.197430917220876,-2.6927574490524893,4.742463052618101,3.8725369473818994,-4.347413023856832,-3.7105900340811875,8.710590034081187,-32.248541251029934
428,Javier Assad (CHC),3.0,0.0,54.4,4.505552130427524,4.4,1.3416407864998738,1.336,0.01516575088810304,4.168,0.15352524222420263,CHC,3.0,3.0,3.0,-2.8242931457975495,40.883343608717425,67.91665639128257,-4.653342197964569,1.3814972526643092,1.290502747335691,-1.634367502252414,4.628575726672608,3.7074242733273923,-5.292027546749502,0.37507764050037906,8.424922359499622,-32.57214057976204
429,Cade Povich (BAL),1.0,0.0,21.0,1.2247448713915892,1.0,0.0,1.298,0.023874672772626716,4.174,0.20082330542046153,BAL,1.0,1.0,1.0,-37.66090479529136,17.325765385825232,24.674234614174768,-1.3642670155786571,1.3696240183178803,1.2263759816821198,-1.2793169902704447,4.776469916261385,3.5715300837386157,1.0,1.0,1.0,-34.30448880114046
430,Cade Winquest (NYY),2.0,0.0,36.8,6.685805860178712,4.4,1.3416407864998738,1.4,0.03674234614174756,4.7780000000000005,0.499369602599117,NYY,2.0,2.0,2.0,-4.535728472257706,16.74258241946386,56.857417580536136,-3.662570377304376,1.5102270384252425,1.2897729615747573,-1.7240069523370494,6.2761088077973515,3.2798911922026495,-5.292027546749502,0.37507764050037906,8.424922359499622,-34.38244353564664
431,Zak Kent (MIN),2.25,0.4629100498862757,47.75,5.4182232195751086,6.5,1.4142135623730951,1.3924999999999998,0.027645717829090862,4.31125,0.09508454884244552,MIN,-4.644530833858952,0.8612698503411729,3.6387301496588274,-3.5758954946709203,31.495330341274673,64.00466965872533,-4.5964235530796875,1.4754371534872723,1.3095628465127274,-4.145433421783371,4.596503646527337,4.025996353472664,-3.5355339059327373,2.2573593128807143,10.742640687119286,-34.63995283305662
432,Hunter Bigge (TBR),1.875,0.6408699444616559,46.375,3.8149143409218786,1.75,2.1213203435596424,1.35125,0.052218633784174275,4.18125,0.24503279663867736,TBR,-3.9399569629077327,-0.047609833384967715,3.7976098333849677,-5.439178483621139,34.930256977234365,57.819743022765635,-1.6435019906138966,1.507905901352523,1.1945940986474772,-1.0780869756639326,4.916348389916032,3.446151610083968,-4.59619407771256,-4.613961030678928,8.113961030678928,-35.08169480136951
433,Justin Martinez (ARI),1.625,1.407885953173359,31.625,17.162563078648,2.0,1.5118578920369088,1.3162500000000001,0.021998376563477882,3.34,0.24225134527121678,ARI,-1.9710403344426974,-2.5986578595200767,5.848657859520077,-2.068455616874945,-19.862689235943996,83.112689235944,-2.3102354132715077,1.3822451296904337,1.2502548703095666,2.3821677138149617,4.06675403581365,2.6132459641863495,-6.283659363778403,-2.535573676110726,6.535573676110726,-35.3858604696662
434,McCade Brown (COL),1.4285714285714286,0.5345224838248488,28.142857142857142,5.5805785670356025,1.0,0.0,1.4628571428571429,0.03401680257083054,5.268571428571429,0.06039552175136014,COL,-5.559033831778414,-0.17499602290311778,3.032138880045975,-6.985322827889176,11.401121441750334,44.88459284396395,-5.803854463319447,1.5649075505696346,1.3608067351446511,-22.377289839501373,5.449757993825509,5.087384863317348,1.0,1.0,1.0,-35.72550096248841
435,Juan Morillo (ARI),2.625,0.5175491695067657,46.875,4.189698250300543,6.625,1.0606601717798212,1.4525000000000001,0.06227817778782093,4.165,0.11625096005747974,ARI,-3.4296258299314872,1.0723524914797031,4.177647508520296,-4.833283637681399,34.30590524909837,59.44409475090163,-3.0038038236888185,1.639334533363463,1.2656654666365372,-2.132598875261637,4.513752880172439,3.816247119827561,-4.59619407771256,3.443019484660536,9.806980515339465,-36.38028255512614
436,Luke Jackson (nan),2.25,0.5,31.0,6.733003292241384,1.75,2.217355782608345,1.42,0.058309518948452974,4.555,0.3055595959328827,nan,-4.2999999999999865,0.75,3.75,-5.365361998504855,10.800990123275849,51.19900987672415,-2.6508781303456344,1.5949285568453588,1.245071443154641,-2.0876996669637804,5.4716787877986475,3.638321212201352,-4.397129263816549,-4.902067347825035,8.402067347825035,-36.389586114897
437,Seth Halvorsen (COL),2.125,0.3535533905932738,44.5,3.116774889895919,5.625,2.2638462845343543,1.4725,0.03453776401067597,4.734999999999999,0.20695064974184416,COL,-6.434671708797563,1.0643398282201786,3.1856601717798214,-7.259106223342147,35.14967533031224,53.85032466968776,-5.995507656703557,1.5761132920320278,1.368886707967972,-3.9522304843543985,5.355851949225531,4.114148050774467,-2.5951408627588934,-1.166538853603063,12.416538853603063,-36.61722038699213
438,Zach McCambley (MIA),1.75,0.9574271077563381,42.75,7.632168761236874,1.0,2.0,1.34,0.05354126134736332,4.2700000000000005,0.11015141094572213,MIA,-2.7678347296955885,-1.1222813232690143,4.622281323269014,-3.19371868764204,19.85349371628938,65.64650628371062,-1.3927843068101502,1.50062378404209,1.1793762159579102,-3.203923251065475,4.6004542328371665,3.939545767162834,-5.25,-5.0,7.0,-36.80826097521325
439,Steven Wilson (TBR),2.0,0.0,43.0,3.6645015252516155,1.625,1.7677669529663687,1.32375,0.0292464894108189,4.62125,0.20753226943572628,TBR,2.0,2.0,2.0,-6.5834329263496505,32.00649542424515,53.99350457575485,-1.9941343301823458,1.4114894682324568,1.2360105317675432,-3.39304662634526,5.243846808307179,3.9986531916928207,-5.586143571373726,-3.6783008588991057,6.928300858899106,-37.901331739745885
440,Ian Hamilton (ATL),1.25,0.5,37.0,12.027745701779143,1.0,2.0,1.3425,0.020615528128088274,3.9650000000000003,0.2735568192045914,ATL,-6.2999999999999865,-0.25,2.75,-2.504625617046752,0.9167628946625683,73.08323710533743,-3.738513420202904,1.4043465843842649,1.2806534156157352,-0.1751616604038318,4.785670457613774,3.144329542386226,-5.25,-5.0,7.0,-38.96830069765347
441,Dauri Moreta (nan),1.5,1.0,35.75,14.863265679744362,0.75,1.5,1.2225,0.03304037933599841,3.895,0.05686240703077325,nan,-2.8999999999999932,-1.5,4.5,-2.110908913022917,-8.83979703923309,80.33979703923309,1.2992759856664169,1.3216211380079952,1.1233788619920047,0.3883643779163622,4.065587221092319,3.72441277890768,-7.166666666666667,-3.75,5.25,-39.156601882773465
442,Justin Bruihl (STL),2.625,0.5175491695067657,46.5,1.7728105208558367,9.875,0.35355339059327373,1.3125,0.05496752287877421,3.9987500000000002,0.2360652149603699,STL,-3.4296258299314872,1.0723524914797031,4.177647508520296,-11.634069043116428,41.18156843743249,51.81843156256751,-0.8563498245180179,1.4774025686363226,1.1475974313636774,-0.3459495999034717,4.70694564488111,3.2905543551188905,-4.59619407771256,8.814339828220179,10.935660171779821,-39.24696468603221
443,Robert Stephenson (LAA),1.25,0.4629100498862757,33.625,7.501190381723234,2.0,1.5118578920369088,1.1975,0.017525491637693322,4.03125,0.2481035210206763,LAA,-6.804777733328239,-0.13873014965882713,2.6387301496588274,-4.465957840721289,11.121428854830299,56.1285711451697,3.875986638941001,1.25007647491308,1.14492352508692,-0.4601573818742879,4.775560563062029,3.2869394369379714,-6.283659363778403,-2.535573676110726,6.535573676110726,-39.27320313587483
444,Joey Estes (ATH),1.0,0.0,21.857142857142858,1.0690449676496974,1.0,0.0,1.292857142857143,0.04151878519188062,4.935714285714285,0.2682571616227698,ATH,1.0,1.0,1.0,-42.344203015499744,18.650007954193764,25.06427776009195,-0.6606303942133468,1.4174134984327849,1.168300787281501,-3.797218110483765,5.740485770582595,4.130942800845975,1.0,1.0,1.0,-40.802051520196855
445,Justin Wilson (nan),2.0,0.0,33.75,4.856267428111155,0.75,1.5,1.3,0.05999999999999992,3.9025,0.1600781059358211,nan,2.0,2.0,2.0,-6.872562208333984,19.181197715666535,48.318802284333465,-0.5761904761904754,1.4799999999999998,1.1200000000000003,0.0911013611016873,4.382734317807463,3.4222656821925366,-7.166666666666667,-3.75,5.25,-41.19098465675611
446,Porter Hodge (CHC),1.875,0.9910312089651149,37.5,13.999999999999998,1.5,1.4142135623730951,1.33875,0.05817154434453816,3.89625,0.2933519339340669,CHC,-2.547851144503034,-1.0980936268953445,4.848093626895345,-2.116071428571429,-4.499999999999993,79.5,-1.2604346231064576,1.5132646330336146,1.1642353669663856,0.07101822392626697,4.7763058018022,3.0161941981977995,-7.071067811865475,-2.7426406871192857,5.742640687119286,-41.208678031582025
447,Ty Madden (DET),1.0,0.0,19.4,1.1401754250991378,1.0,0.0,1.366,0.0350713558335003,4.465999999999999,0.18420097719610512,DET,1.0,1.0,1.0,-41.857593971427974,15.979473724702585,22.82052627529741,-2.8676230553756437,1.471214067500501,1.2607859324994992,-2.979987810174727,5.0186029315883145,3.913397068411684,1.0,1.0,1.0,-41.705204836978346
448,Beau Brieske (DET),1.625,0.7440238091428449,30.0,10.419761445034554,1.625,1.7677669529663687,1.3775,0.03615443067098213,4.575,0.18260026599886742,DET,-3.7297193529289623,-0.6070714274285347,3.8570714274285347,-3.5629414546425715,-1.2592843351036649,61.259284335103665,-3.0997979083481435,1.4859632920129464,1.2690367079870535,-3.60304330920716,5.122800797996602,4.027199202003398,-5.586143571373726,-3.6783008588991057,6.928300858899106,-41.926219881995465
449,Brent Headrick (NYY),2.125,0.3535533905932738,49.5,8.5690472882679,1.5,1.4142135623730951,1.2025,0.03494894235064305,3.95625,0.13721073469042336,NYY,-6.434671708797563,1.0643398282201786,3.1856601717798214,-2.0568214186576883,23.7928581351963,75.2071418648037,1.8005858602875229,1.307346827051929,1.0976531729480707,-0.28544899752220493,4.36788220407127,3.5446177959287297,-7.071067811865475,-2.7426406871192857,5.742640687119286,-42.331695324017296
450,Huascar Brazoban (NYM),2.625,0.5175491695067657,49.625,5.449442959737128,7.25,0.7071067811865478,1.3475000000000001,0.017525491637693267,4.085,0.16053482043291617,NYM,-3.4296258299314872,1.0723524914797031,4.177647508520296,-3.211337402611178,33.27667112078861,65.97332887921138,-4.682974393420837,1.4000764749130798,1.2949235250869204,-1.0459828354611407,4.566604461298748,3.6033955387012515,-6.010407640085652,5.128679656440356,9.371320343559644,-42.4219586618529
451,Braydon Fisher (TOR),2.875,0.6408699444616557,59.625,4.983902658989812,7.375,0.5175491695067657,1.2725,0.029640705601780632,3.7225,0.13966797362725245,TOR,-2.379577967696746,0.952390166615033,4.797609833384967,-1.5048447999825456,44.67329202303057,74.57670797696943,-0.23857153289237443,1.361422116805342,1.183577883194658,1.3931850536662,4.141503920881758,3.3034960791182426,-7.970257210404191,5.822352491479704,8.927647508520296,-42.581095298926414
452,Caleb Ferguson (CIN),2.625,0.5175491695067657,48.0,4.472135954999578,7.25,0.7071067811865478,1.34,0.01690308509457037,4.3025,0.33367006800987487,CIN,-3.4296258299314872,1.0723524914797031,4.177647508520296,-4.276480006968349,34.58359213500127,61.41640786499873,-4.411705209682843,1.3907092552837113,1.289290744716289,-1.1550831303671525,5.3035102040296245,3.3014897959703755,-6.010407640085652,5.128679656440356,9.371320343559644,-43.32493237737809
453,Tate Kuehner (MIL),1.0,0.0,10.2,1.30384048104053,1.0,0.0,1.428,0.03193743884534262,4.308,0.266401951944801,MIL,1.0,1.0,1.0,-43.659481990136555,6.28847855687841,14.111521443121589,-5.090308880392138,1.5238123165360278,1.332187683463972,-1.4673941531316756,5.107205855834403,3.5087941441655968,1.0,1.0,1.0,-44.21718502366037
454,Ryan Yarbrough (NYY),2.75,0.46291004988627565,50.25,3.01188123461543,6.75,0.7071067811865478,1.25625,0.033354160160315886,4.3637500000000005,0.19841784913949362,NYY,-3.5644073841243094,1.361269850341173,4.1387301496588265,-5.60281056439288,41.21435629615371,59.28564370384629,0.27518520581705314,1.3563124804809477,1.1561875195190525,-2.251141561123603,4.959003547418481,3.7684964525815197,-6.717514421272199,4.628679656440356,8.871320343559644,-44.730746410184736
455,Connor Brogdon (CLE),2.625,0.5175491695067657,51.375,5.730557190560591,6.75,0.7071067811865478,1.33125,0.023566016694748053,4.35375,0.19906477768376207,CLE,-3.4296258299314872,1.0723524914797031,4.177647508520296,-2.7484238401709864,34.18332842831823,68.56667157168178,-2.7930655156540523,1.4019480500842443,1.2605519499157558,-2.1935908087183718,4.950944333051286,3.7565556669487137,-6.717514421272199,4.628679656440356,8.871320343559644,-44.75227810083589
456,Griff McGarry (PHI),0.5714285714285714,0.5345224838248488,27.571428571428573,20.7513625484942,1.2857142857142858,1.704336206492693,1.4414285714285715,0.03804758924845366,4.3,0.2564501251055781,PHI,-7.162601283252961,-1.032138880045975,2.1749960229031178,-1.9060710512930434,-34.68265907405403,89.82551621691117,-4.625785850733052,1.5555713391739325,1.3272858036832105,-1.4931428343387372,5.069350375316734,3.5306496246832655,-5.993116660535783,-3.8272943337637937,6.398722905192365,-45.1531843222967
457,Joel Peguero (SFG),2.375,0.5175491695067655,39.125,2.9970223317724636,5.25,1.5811388300841898,1.42875,0.017268882005338004,4.34875,0.15761050545116403,SFG,-3.912671721471136,0.8223524914797034,3.9276475085202964,-9.342606394074004,30.13393300468261,48.11606699531739,-9.457556576097048,1.480556646016014,1.376943353983986,-2.7388191252290572,4.821581516353492,3.8759184836465077,-3.952847075210474,0.5065835097474309,9.993416490252569,-45.21588919292361
458,Evan Phillips (LAD),1.875,0.9910312089651149,29.75,12.127300959876793,1.625,1.0606601717798212,1.15375,0.027742437837054906,3.50625,0.16758260223372995,LAD,-2.547851144503034,-1.0980936268953445,4.848093626895345,-3.0818893770060862,-6.631902879630381,66.13190287963039,4.025550028606539,1.2369773135111648,1.0705226864888353,2.4515273534202424,4.00899780670119,3.00350219329881,-9.310239285622876,-1.5569805153394638,4.806980515339464,-45.70385956759672
459,Alex Lange (KCR),2.75,0.7071067811865476,50.375,5.80486249375716,6.75,0.7071067811865478,1.42,0.02507132682112026,4.13125,0.2880197165870022,KCR,-2.3334523779155973,0.6286796564403572,4.871320343559643,-2.885511933833711,32.96041251872852,67.78958748127148,-6.165267186466426,1.4952139804633606,1.3447860195366392,-0.7435833532666262,4.995309149761006,3.2671908502389932,-6.717514421272199,4.628679656440356,8.871320343559644,-45.715386957843364
460,Chris Roycroft (STL),2.625,0.744023809142845,40.125,5.540435774506239,6.625,1.0606601717798212,1.45125,0.014577379737113325,4.32875,0.12687873850931167,STL,-2.3856763428644676,0.39292857257146485,4.857071427428535,-4.873262880193973,23.503692676481283,56.74630732351872,-12.747244835663828,1.4949821392113398,1.40751786078866,-3.244567777890184,4.709386215527935,3.9481137844720653,-4.59619407771256,3.443019484660536,9.806980515339465,-46.23172222517525
461,Alan Rangel (PHI),1.0,0.0,17.2,1.095445115010332,1.0,0.0,1.336,0.02701851217221263,4.754,0.190078930973425,PHI,1.0,1.0,1.0,-45.57508113907571,13.913664654969004,20.486335345030994,-2.6119657559829723,1.417055536516638,1.2549444634833622,-4.402995441844504,5.324236792920274,4.183763207079725,1.0,1.0,1.0,-46.59004233690318
462,John Brebbia (MIN),2.0,0.0,35.0,1.6035674514745455,1.0,2.0701966780270626,1.35875,0.06556076788533126,4.6975,0.29412096636782425,MIN,2.0,2.0,2.0,-20.033457258352154,30.189297645576364,39.81070235442364,-1.4234340380919839,1.5554323036559936,1.1620676963440062,-2.6533867214712146,5.579862899103473,3.815137100896527,-5.071981861166304,-5.2105900340811875,7.2105900340811875,-47.47018732374687
463,Enmanuel De Jesus (DET),1.2857142857142858,0.7559289460184545,34.285714285714285,8.845230083954586,3.5714285714285716,1.1338934190276817,1.4528571428571428,0.062105900340811905,4.704285714285715,0.46118893969309155,DET,-4.1198127558005675,-0.9820725523410776,3.5535011237696494,-3.7126547758047352,7.750024033850526,60.82140453757805,-3.0178867128572255,1.6391748438795786,1.2665394418347071,-1.7068977878702876,6.087852533364989,3.32071889520644,-6.992342750670704,0.16974831434552629,6.9731088285116165,-47.51896578568634
464,Luis Curvelo (TEX),2.125,0.3535533905932738,37.5,5.264435935053794,1.75,1.3887301496588271,1.30875,0.07863795884576724,4.47625,0.36761538519024367,TEX,-6.434671708797563,1.0643398282201786,3.1856601717798214,-5.627383515627734,21.706692194838617,53.29330780516138,-0.5508971647699414,1.5446638765373017,1.0728361234626984,-1.521064376501256,5.579096155570731,3.3734038444292693,-7.020802423275183,-2.416190448976481,5.916190448976481,-49.23802888207241
465,Eduarniel Nunez (ATH),2.25,0.8864052604279183,46.0,7.708992893275452,3.625,1.0606601717798212,1.4825,0.04097037257057136,4.51,0.2672077843177477,ATH,-2.425527121716387,-0.40921578128375513,4.909215781283756,-2.7403060675315083,22.873021320173642,69.12697867982635,-5.298253712424104,1.605411117711714,1.3595888822882858,-2.2189348569336778,5.311623352953243,3.7083766470467565,-7.4246212024587495,0.4430194846605362,6.806980515339464,-49.80612777089942
466,Matt Pushard (STL),3.1666666666666665,0.752772652709081,43.666666666666664,1.7511900715418267,3.3333333333333335,1.632993161855452,1.3433333333333335,0.012110601416389975,4.239999999999999,0.09486832980505149,STL,-1.6383875382491675,0.9083487085394233,5.424984624793909,-13.395652313560436,38.41309645204119,48.92023688129214,-6.4327739990954464,1.3796651375825033,1.3070015290841637,-3.4038405369867872,4.524604989415153,3.9553950105848448,-5.0010415581823215,-1.5656461522330223,8.23231281889969,-49.87586217880344
467,Lake Bachar (MIA),2.75,0.7071067811865476,53.875,5.488624600025038,7.375,0.5175491695067657,1.34125,0.021671244937540073,4.285,0.199427752761316,MIA,-2.3334523779155973,0.6286796564403572,4.871320343559643,-2.4140838489736676,37.409126199924884,70.34087380007512,-3.4987112549351798,1.4062637348126203,1.2762362651873798,-1.8448619190279194,4.8832832582839485,3.6867167417160522,-7.970257210404191,5.822352491479704,8.927647508520296,-49.94239545287332
468,Landon Knack (LAD),1.0,0.0,19.8,1.0954451150103321,1.0,0.0,1.372,0.013038404810405186,4.978,0.198292712927127,LAD,1.0,1.0,1.0,-43.201616723219985,16.513664654969006,23.086335345030996,-8.173655452573472,1.4111152144312156,1.3328847855687846,-5.350255443106251,5.57287813878138,4.383121861218619,1.0,1.0,1.0,-50.725527618899704
469,Michael Kopech (nan),2.625,1.407885953173359,44.5,18.715921411614076,0.5,1.4142135623730951,1.395,0.025634797778466153,4.4487499999999995,0.10507650274238951,nan,-1.26075552923812,-1.5986578595200767,6.848657859520077,-1.2088638065107584,-11.647764234842228,100.64776423484223,-5.05451338805846,1.4719043933353986,1.3180956066646015,-5.059805501617476,4.763979508227168,4.133520491772831,-7.7781745930520225,-3.7426406871192857,4.742640687119286,-51.474811190684925
470,Bailey Falter (KCR),3.8,0.4472135954999579,52.4,4.219004621945797,3.6,0.8944271909999159,1.354,0.04098780306383834,4.756,0.41818656123792414,KCR,-1.3416407864998592,2.4583592135001258,5.141640786499874,-3.490159722368083,39.74298613416261,65.05701386583739,-2.160921590100325,1.4769634091915151,1.231036590808485,-2.0060823192961754,6.0105596837137725,3.501440316286228,-8.83246851112417,0.9167184270002524,6.283281572999748,-53.16114697388529
