,Name,W,W,SO,SO,WHIP,WHIP,ERA,ERA,W_sharpe,W,W,SO_sharpe,SO,SO,WHIP_sharpe,WHIP,WHIP,ERA_sharpe,ERA,ERA,Total_sharpe
26,Edward Cabrera,8.75,0.4629100498862759,145.25,4.334248987508018,1.23875,0.03313931631332018,3.8825,0.12691391908353825,4.212481453965145,7.361269850341173,10.138730149658828,11.362983562307146,132.24725303747596,158.25274696252404,1.2447450517686083,1.3381679489399605,1.1393320510600395,2.1077278357776077,4.263241757250615,3.501758242749385,18.92793790381851
27,Andrew Abbott,9.25,0.4629100498862759,150.0,4.105745103771403,1.26625,0.021998376563477876,4.29125,0.28557898582153624,5.292604903699788,7.861269850341173,10.638730149658828,13.152302112081282,137.68276468868578,162.31723531131422,0.6250461237593297,1.3322451296904336,1.2002548703095666,-0.49460922201141666,5.147986957464608,3.434513042535391,18.575343917528983
28,Cole Ragans,10.375,1.5059406173077154,191.875,20.56652967462286,1.1575,0.030118812346154267,3.4375,0.09676923950453324,2.3739315872835123,5.857178148076853,14.892821851923147,4.66170041892389,130.17541097613142,253.57458902386858,4.067225446744467,1.2478564370384628,1.0671435629615371,7.362876918823183,3.7278077185135996,3.1471922814864004,18.465734371775053
29,Spencer Strider,10.5,0.9258200997725516,174.25,6.964194138592063,1.21625,0.035025500914129884,3.9387499999999998,0.21970353401150122,3.9964567640181983,7.722539700682345,13.277460299317655,11.236045182367596,153.3574175842238,195.1425824157762,1.8201024492495448,1.3213265027423897,1.1111734972576104,0.9615229948415027,4.597860602034503,3.279639397965496,18.01412739047684
30,Luis Castillo,10.875,0.6408699444616557,161.75,8.860022573334676,1.2125,0.019086270308410556,3.97875,0.24642805382968427,6.358544405484803,8.952390166615032,12.797609833384968,7.420974320977768,135.16993227999598,188.33006772000402,3.5365736159701964,1.2697588109252316,1.1552411890747682,0.6949289958616396,4.718034161489053,3.239465838510947,18.01102133829441
31,Chad Patrick,7.75,0.7071067811865475,132.875,2.1671244937540086,1.26,0.029760952365713852,4.3325,0.1640339686075504,1.3435028842544645,5.628679656440358,9.871320343559642,17.01563528365791,126.37362651873798,139.37637348126202,0.6720215050322464,1.3492828570971416,1.1707171429028584,-1.1125744353392353,4.824601905822651,3.840398094177348,17.91858523760539
32,Ranger Suarez,11.5,0.7559289460184546,146.25,6.181770435262518,1.2575,0.03011881234615431,3.71125,0.16923673191293725,6.217515581001809,9.232213161944635,13.767786838055365,8.128739254592857,127.70468869421245,164.79531130578755,0.7470414085857159,1.347856437038463,1.1671435629615372,2.5925222913528745,4.218960195738812,3.2035398042611885,17.685818535533254
33,Blake Snell,9.125,0.8345229603962805,147.0,7.329003050503235,1.22625,0.015979898086569345,3.55,0.1394888628426759,2.7860228062460624,6.6214311188111585,11.62856888118884,6.958654492100145,125.01299084849029,168.9870091515097,3.363600925914248,1.2741896942597082,1.178310305740292,4.301418677967985,3.9684665885280275,3.131533411471972,17.40969690222844
34,Tanner Bibee,10.625,0.7440238091428449,164.0,7.596991885890475,1.225,0.034226138716317,3.94,0.23433797326572098,5.140964513496713,8.392928572571465,12.857071427428535,8.950911231890757,141.20902434232858,186.79097565767142,1.6069589519246348,1.327678416148951,1.1223215838510492,0.896141573102524,4.643013919797163,3.236986080202837,16.59497627041463
37,Shota Imanaga,9.125,0.8345229603962804,136.125,5.617256574927966,1.14875,0.03044315545875152,4.10125,0.10343217239193186,2.786022806246063,6.621431118811159,11.62856888118884,7.143166680171548,119.2732302752161,152.9767697247839,4.311313923349215,1.2400794663762544,1.0574205336237454,0.4713233694374457,4.411546517175796,3.7909534828242046,14.711826779204273
